year,month,pickup_zone,dropoff_zone,trip_count,avg_trip_distance_miles,avg_total_amount,avg_passengers,total_revenue,avg_trip_duration_min
2024,1,Lincoln Square West,Clinton East,1586,1.2,16.3,1.29,25843.26,7.95
2024,1,East Chelsea,Midtown East,1580,2.02,24.96,1.38,39430.59,19.18
2024,1,Lenox Hill East,UN/Turtle Bay South,1579,1.79,19.05,1.28,30074.46,9.61
2024,1,Midtown Center,TriBeCa/Civic Center,1576,4.09,33.76,1.35,53209.82,23.96
2024,1,LaGuardia Airport,Yorkville West,1572,8.17,60.3,1.26,94783.1,19.38
2024,1,West Village,Greenwich Village South,1568,0.81,15.45,1.49,24221.45,8.6
2024,1,JFK Airport,Upper West Side North,1567,20.23,95.93,1.51,150327.15,46.08
2024,1,Sutton Place/Turtle Bay North,Midtown North,1563,0.95,16.93,1.29,26464.98,10.07
2024,1,Upper West Side South,East Chelsea,1563,2.75,24.93,1.38,38961.16,16.78
2024,1,Lincoln Square East,Clinton West,1562,1.08,15.65,1.38,24440.39,7.26
2024,1,UN/Turtle Bay South,Midtown Center,1558,0.95,16.82,1.31,26206.75,10.73
2024,1,Clinton East,Murray Hill,1558,1.43,19.69,1.36,30683.36,13.66
2024,1,Murray Hill,Lenox Hill East,1558,2.09,22.46,1.25,34992.44,14.46
2024,1,LaGuardia Airport,Upper East Side South,1557,9.45,68.47,1.31,106611.35,27.54
2024,1,Midtown South,Upper East Side North,1555,2.86,27.12,1.35,42173.78,20.19
2024,1,Lincoln Square East,Murray Hill,1555,2.28,23.86,1.36,37103.77,16.97
2024,1,Garment District,Midtown East,1554,1.22,17.92,1.32,27848.7,10.94
2024,1,Midtown North,Yorkville West,1549,2.12,22.58,1.31,34972.7,16.4
2024,1,Little Italy/NoLiTa,East Village,1549,0.98,15.69,1.41,24304.36,7.36
2024,1,Gramercy,Midtown South,1548,1.01,15.98,1.34,24735.07,9.08
2024,1,Gramercy,East Chelsea,1548,1.47,19.33,1.29,29914.56,12.58
2024,1,Penn Station/Madison Sq West,Lenox Hill East,1542,3.13,30.62,1.24,47219.03,23.48
2024,1,East Harlem South,Upper East Side North,1539,0.91,14.54,1.31,22376.23,6.2
2024,1,Union Sq,Kips Bay,1532,0.97,15.87,1.31,24313,9.98
2024,1,Yorkville West,Lincoln Square East,1527,2.29,22.49,1.29,34342.21,13.53
2024,1,East Village,UN/Turtle Bay South,1525,1.88,19.01,1.38,28994.82,11.55
2024,1,JFK Airport,Garment District,1525,17.58,94.23,1.63,143696.07,50.09
2024,1,Yorkville East,East Harlem South,1523,1.27,16.17,1.31,24631.08,8.81
2024,1,Murray Hill,Flatiron,1521,1.46,19.02,1.25,28929.42,10.75
2024,1,Lincoln Square West,Upper East Side North,1521,2.24,21.98,1.35,33424.64,13.2
2024,1,Midtown South,Sutton Place/Turtle Bay North,1519,1.63,20,1.34,30385.89,12.99
2024,1,Flatiron,Clinton East,1518,1.63,20.31,1.36,30825.01,13.31
2024,1,Yorkville East,Sutton Place/Turtle Bay North,1518,1.84,18.7,1.26,28390.73,9.22
2024,1,West Chelsea/Hudson Yards,Midtown South,1515,1.27,19.43,1.45,29438.8,15.1
2024,1,West Village,Little Italy/NoLiTa,1512,1.26,18.14,1.4,27430.45,11.23
2024,1,Times Sq/Theatre District,Flatiron,1512,1.51,18.91,1.4,28591.32,10.79
2024,1,Upper East Side South,Clinton East,1511,1.82,21.87,1.3,33038.43,14.14
2024,1,East Chelsea,TriBeCa/Civic Center,1510,2.68,25.37,1.37,38311.01,16.15
2024,1,Midtown South,UN/Turtle Bay South,1510,1.05,16.26,1.31,24553.98,9.36
2024,1,Upper West Side South,Midtown East,1508,2.46,24.68,1.34,37212.38,17.55
2024,1,Times Sq/Theatre District,UN/Turtle Bay South,1505,1.26,18.74,1.44,28196.6,11.34
2024,1,JFK Airport,Flatiron,1503,18.12,96.38,1.49,144861.76,45.48
2024,1,Yorkville East,Midtown East,1503,2.29,21.74,1.24,32667.24,13.65
2024,1,Manhattan Valley,Lincoln Square East,1492,1.94,20.73,1.3,30933.82,12.59
2024,1,Lincoln Square West,Midtown North,1492,1.15,16.13,1.28,24065.89,8.41
2024,1,JFK Airport,Lenox Hill West,1491,18.72,93.85,1.47,139933.55,42.48
2024,1,East Chelsea,East Village,1488,2.22,24.15,1.34,35934.78,17.57
2024,1,Murray Hill,Lincoln Square East,1488,2.27,25.44,1.3,37849.95,18.63
2024,1,UN/Turtle Bay South,Lenox Hill West,1484,1.42,17.52,1.27,25998.33,8.82
2024,1,Gramercy,Upper East Side South,1484,2.46,24.46,1.26,36301.41,16.77
2024,1,West Chelsea/Hudson Yards,Union Sq,1478,1.5,19.38,1.37,28636.23,11.41
2024,1,LaGuardia Airport,Sutton Place/Turtle Bay North,1477,9.39,65.61,1.26,96903.57,24.33
2024,1,Union Sq,Garment District,1476,1.13,17.23,1.41,25424.44,11.73
2024,1,Union Sq,Upper East Side North,1476,3.45,30.93,1.34,45646.18,21.98
2024,1,JFK Airport,Park Slope,1475,19.08,94.03,1.36,138689.95,46.04
2024,1,Greenwich Village South,TriBeCa/Civic Center,1475,1.26,17.19,1.38,25350.55,8.8
2024,1,Lenox Hill East,Upper West Side North,1473,2.65,26.04,1.31,38349.11,17.66
2024,1,Murray Hill,West Chelsea/Hudson Yards,1473,1.64,21.31,1.32,31390.98,14.85
2024,1,Garment District,East Chelsea,1472,0.99,16.58,1.38,24399.49,7.89
2024,1,Manhattan Valley,Morningside Heights,1467,0.95,11.45,1.28,16798.29,5.67
2024,1,East Chelsea,Upper West Side South,1466,2.95,27.32,1.34,40055.17,17.33
2024,1,Upper East Side South,Penn Station/Madison Sq West,1464,2.34,25.56,1.31,37413.83,18.42
2024,1,Yorkville West,Midtown East,1462,2.06,21.23,1.31,31044.26,12.91
2024,1,Morningside Heights,Upper West Side North,1462,1.33,16.1,1.33,23537.25,8.07
2024,1,Upper East Side South,UN/Turtle Bay South,1461,1.54,19.49,1.33,28470.69,12.47
2024,1,Midtown North,LaGuardia Airport,1461,10.72,72.06,1.45,105275.33,31.14
2024,1,Lincoln Square East,Penn Station/Madison Sq West,1459,1.92,21.15,1.43,30863.31,15.32
2024,1,JFK Airport,Gramercy,1456,17.59,95.82,1.45,139507.97,39.72
2024,1,East Harlem South,East Harlem South,1455,0.62,13.56,1.3,19734.24,4.98
2024,1,Greenwich Village South,Flatiron,1453,1.31,17.43,1.39,25321.7,8.92
2024,1,Yorkville East,Yorkville East,1452,0.67,16.42,1.35,23842.72,4.38
2024,1,East Village,Greenwich Village North,1449,0.84,14.94,1.35,21652.19,7.89
2024,1,Upper West Side North,Yorkville West,1446,1.67,19.25,1.3,27832.36,10.89
2024,1,Union Sq,Clinton East,1441,1.94,22.63,1.38,32611.6,17.03
2024,1,Lincoln Square East,Morningside Heights,1437,2.83,23.9,1.32,34344.19,13.17
2024,1,West Village,Meatpacking/West Village West,1432,0.72,14.59,1.4,20893.39,7.99
2024,1,LaGuardia Airport,Lincoln Square East,1431,10.49,74.08,1.37,106006.6,32.07
2024,1,JFK Airport,Crown Heights North,1430,11.52,61.45,1.35,87865.74,38.43
2024,1,East Harlem South,East Harlem North,1430,1.22,12.13,1.27,17349.03,7.74
2024,1,Clinton East,Midtown South,1429,1.34,18.68,1.48,26698.87,12.53
2024,1,East Village,Flatiron,1429,1.55,19.26,1.38,27515.71,13.07
2024,1,Midtown South,Greenwich Village North,1426,1.27,16.77,1.31,23912.81,8.11
2024,1,Lenox Hill West,Midtown North,1422,1.31,18.5,1.31,26313,13.05
2024,1,Garment District,Union Sq,1421,1.24,17.03,1.32,24191.96,10.31
2024,1,West Chelsea/Hudson Yards,Midtown North,1420,2,22.76,1.46,32320.12,16.25
2024,1,East Village,East Chelsea,1418,2.1,22.62,1.38,32067.44,14.54
2024,1,West Chelsea/Hudson Yards,Flatiron,1417,1.22,16.63,1.38,23566.6,9.13
2024,1,Greenwich Village South,Murray Hill,1416,2.05,21.65,1.42,30649.09,12.84
2024,1,Gramercy,Flatiron,1416,0.98,15.96,1.32,22597.15,10.09
2024,1,LaGuardia Airport,UN/Turtle Bay South,1416,9.11,65.16,1.27,92269.18,21.86
2024,1,West Chelsea/Hudson Yards,Clinton West,1414,1.1,16.46,1.34,23269.65,10.65
2024,1,JFK Airport,Penn Station/Madison Sq West,1409,17.81,95.12,1.55,134025.67,46.39
2024,1,Gramercy,West Village,1406,1.42,18.67,1.36,26246.91,11.81
2024,1,East Village,Sutton Place/Turtle Bay North,1404,2.46,21.77,1.34,30567.91,12.73
2024,1,Greenwich Village North,TriBeCa/Civic Center,1403,1.6,19.14,1.28,26846.87,12.86
2024,1,LaGuardia Airport,Garment District,1402,9.81,72.62,1.41,101810.08,32.14
2024,1,JFK Airport,Sutton Place/Turtle Bay North,1400,17.59,94,1.5,131602.28,40.89
2024,1,Yorkville West,Midtown Center,1399,2.31,23.11,1.27,32335.2,15.24
2024,1,Murray Hill,Yorkville West,1398,2.73,25.5,1.33,35654.12,16.14
2024,1,Midtown South,Penn Station/Madison Sq West,1396,0.65,15.16,1.4,21156.77,8.19
2024,1,Lincoln Square East,West Chelsea/Hudson Yards,1395,2.06,20.66,1.35,28813.84,12.59
2024,1,Upper West Side North,Clinton East,1394,2.34,22.59,1.33,31482.85,13.5
2024,1,Kips Bay,Sutton Place/Turtle Bay North,1393,1.3,16.17,1.31,22522.76,7.2
2024,1,JFK Airport,Yorkville West,1391,18.99,95.93,1.49,133438.86,39.24
2024,1,West Village,Midtown South,1390,1.61,19.5,1.4,27110.87,13.05
2024,1,LaGuardia Airport,Outside of NYC,1390,22.69,142.54,1.39,198136.08,42.14
2024,1,Upper East Side South,Gramercy,1389,2.43,24.3,1.29,33758.95,16.53
2024,1,East Village,Midtown East,1388,2.24,21.45,1.41,29767.6,13.27
2024,1,West Village,SoHo,1383,1.01,15.92,1.42,22011.88,9.05
2024,1,East Chelsea,Greenwich Village North,1381,1.64,19.94,1.28,27533.62,13.98
2024,1,Clinton East,Upper East Side North,1378,2.86,25.44,1.37,35049.46,15.89
2024,1,West Village,Clinton East,1378,2.47,24.2,1.4,33352.51,17.13
2024,1,UN/Turtle Bay South,Lenox Hill East,1377,1.57,18.82,1.21,25912.2,10.55
2024,1,Gramercy,Lenox Hill West,1374,2.59,23.61,1.29,32439.17,15.76
2024,1,Greenwich Village North,East Chelsea,1373,1.44,18.87,1.33,25901.31,10.9
2024,1,JFK Airport,TriBeCa/Civic Center,1372,20.68,92,1.45,126221.7,49.98
2024,1,East Village,Little Italy/NoLiTa,1369,0.99,15.96,1.45,21852.67,11.02
2024,1,Lenox Hill West,East Harlem South,1369,1.79,18.97,1.28,25962.79,10.37
2024,1,Murray Hill,West Village,1368,2.12,22.67,1.31,31014.94,15.57
2024,1,Yorkville East,Midtown Center,1366,2.56,24.28,1.24,33162.71,16.7
2024,1,Midtown South,East Village,1361,1.81,20.6,1.36,28039.85,13.16
2024,1,Central Park,Lenox Hill West,1360,1.33,17.92,1.43,24365.25,9.95
2024,1,Lincoln Square East,Yorkville East,1359,2.65,25,1.39,33979.07,15.7
2024,1,LaGuardia Airport,Upper West Side North,1359,9.41,68.39,1.3,92936.34,26.63
2024,1,Kips Bay,Gramercy,1359,0.79,13.7,1.37,18624.34,5.11
2024,1,Midtown East,West Village,1358,2.66,26.14,1.34,35498.35,18.71
2024,1,Midtown Center,Clinton West,1357,1.39,19.92,1.32,27031.86,13.71
2024,1,LaGuardia Airport,Yorkville East,1356,8.15,60.81,1.31,82455.06,19.05
2024,1,Lenox Hill West,Upper West Side North,1354,2.37,23.61,1.29,31969.21,15.83
2024,1,JFK Airport,UN/Turtle Bay South,1351,17.02,95.62,1.51,129184.9,38.44
2024,1,Greenwich Village North,Flatiron,1349,0.94,15.5,1.32,20912.51,7.36
2024,1,West Chelsea/Hudson Yards,West Village,1347,1.75,19.82,1.39,26699.4,11.12
2024,1,Flatiron,Flatiron,1346,0.55,18.55,1.36,24970,3.71
2024,1,Flatiron,East Village,1346,1.56,19.64,1.32,26430.42,12.96
