year,month,pickup_zone,dropoff_zone,trip_count,avg_trip_distance_miles,avg_total_amount,avg_passengers,total_revenue,avg_trip_duration_min
2024,1,University Heights/Morris Heights,Manhattan Valley,4,6.43,26.5,1,106,36.95
2024,1,Williamsburg (South Side),Sunnyside,4,3.69,23.4,2.25,93.6,13.48
2024,1,Yorkville West,Bushwick North,4,9.25,53.47,1.75,213.86,31.01
2024,1,South Jamaica,Jamaica Estates,4,1.88,18.23,1.25,72.9,15.82
2024,1,East Harlem South,DUMBO/Vinegar Hill,4,7.08,69.15,1,276.59,66.29
2024,1,Morrisania/Melrose,Co-Op City,4,4.75,31,1,124,25.75
2024,1,Bensonhurst West,Garment District,4,11.78,45.99,1,183.94,73.3
2024,1,Brooklyn Heights,East Williamsburg,4,3.8,28.28,1,113.12,18.82
2024,1,East Chelsea,Whitestone,4,15.71,79.86,1.25,319.43,41.35
2024,1,Coney Island,Ocean Parkway South,4,3.23,21.75,1,87,18.64
2024,1,Queensboro Hill,Flushing,4,1.02,12.1,1.25,48.4,8.58
2024,1,Flatlands,Laurelton,4,8.8,40.75,1,163,41.87
2024,1,Manhattanville,Meatpacking/West Village West,4,8.09,42.23,1.25,168.92,37.96
2024,1,South Jamaica,Battery Park City,4,17.23,96.93,2.25,387.7,37.67
2024,1,Crown Heights South,TriBeCa/Civic Center,4,4.78,25.75,1,103,41.93
2024,1,Midtown South,East New York,4,13.43,52.61,1.75,210.42,76.81
2024,1,Penn Station/Madison Sq West,Woodlawn/Wakefield,4,15.19,74.42,1,297.67,54.77
2024,1,West Concourse,Midtown East,4,3.44,34.23,1,136.9,21.6
2024,1,Two Bridges/Seward Park,Bay Ridge,4,8.77,50.32,1.25,201.28,27.75
2024,1,Chinatown,Springfield Gardens South,4,7.7,73.97,1,295.88,87.61
2024,1,Starrett City,Clinton Hill,4,4.18,27.5,1,110,38.03
2024,1,Washington Heights North,East Harlem South,4,5.6,29.28,1.25,117.1,26.03
2024,1,Red Hook,East Flatbush/Remsen Village,4,4.31,31.05,1,124.2,41.4
2024,1,Greenwich Village North,Maspeth,4,7.8,46.38,1,185.5,28.72
2024,1,Cambria Heights,East New York/Pennsylvania Avenue,4,5.5,37.75,1,151,38.31
2024,1,Financial District North,Kensington,4,6.24,49.2,1.25,196.8,22.6
2024,1,Springfield Gardens South,Flatiron,4,15.84,104.84,1.75,419.34,35.7
2024,1,Parkchester,Schuylerville/Edgewater Park,4,1.98,29.74,1,118.94,14.86
2024,1,Brownsville,Long Island City/Hunters Point,4,6.6,31.74,1,126.94,71.61
2024,1,Yorkville West,Morrisania/Melrose,4,5.28,28.18,1,112.7,20.7
2024,1,Baisley Park,Chinatown,4,14.23,78.08,1.25,312.3,53.62
2024,1,Marine Park/Floyd Bennett Field,Flatbush/Ditmas Park,4,3.84,37.76,2,151.05,16.25
2024,1,East Concourse/Concourse Village,Clinton West,4,5.93,35.63,1,142.5,53.01
2024,1,East New York/Pennsylvania Avenue,Boerum Hill,4,7,27,1,108,51.83
2024,1,Co-Op City,Eastchester,4,1.45,16.73,1,66.9,11.93
2024,1,Midtown Center,Fresh Meadows,4,12.34,64.63,1,258.52,30.48
2024,1,Sheepshead Bay,Kips Bay,4,15.58,56.49,1,225.94,82.05
2024,1,Rego Park,Midtown East,4,7.98,78.11,1.75,312.45,16.86
2024,1,Sutton Place/Turtle Bay North,Stuyvesant Heights,4,8.93,62.24,1,248.95,38.93
2024,1,Financial District South,Rockaway Park,4,22.57,117.58,1,470.32,45.84
2024,1,Hammels/Arverne,Stuyvesant Heights,4,12.95,45.55,1,182.2,66.44
2024,1,Stuy Town/Peter Cooper Village,Central Harlem North,4,7.72,40.45,1,161.78,23.13
2024,1,Kips Bay,Red Hook,4,8.11,47.24,2.25,188.96,19.86
2024,1,Long Island City/Hunters Point,Lincoln Square East,4,2.65,71.51,1.25,286.04,16.9
2024,1,Prospect Heights,Yorkville East,4,9.55,50.03,1,200.1,31.14
2024,1,Hamilton Heights,Sutton Place/Turtle Bay North,4,6.59,40.62,1,162.47,20.98
2024,1,Elmhurst,Yorkville West,4,7.39,41.92,1.5,167.69,16.95
2024,1,Fordham South,Murray Hill,4,8.13,39.75,1,159,58.93
2024,1,East Chelsea,Bronx Park,4,14.73,78.27,1.25,313.09,41.84
2024,1,Upper West Side North,Kingsbridge Heights,4,7.77,38.13,1.75,152.52,21.9
2024,1,Richmond Hill,Lenox Hill East,4,11.05,46.99,1,187.94,50.5
2024,1,Ocean Hill,Long Island City/Hunters Point,4,5.75,28.25,1,113,38.3
2024,1,Midtown East,East Flatbush/Remsen Village,4,14.1,79.31,1.75,317.24,57.63
2024,1,Ocean Hill,Midwood,4,4.13,28.13,1,112.5,43.5
2024,1,Kew Gardens Hills,TriBeCa/Civic Center,4,13.73,45.24,1,180.94,50.23
2024,1,Seaport,Steinway,4,9.45,53.77,1.25,215.06,22.33
2024,1,Garment District,Mount Hope,4,9.5,47,1.25,188,34.38
2024,1,Roosevelt Island,Long Island City/Queens Plaza,4,1.2,13.03,1,52.1,7.78
2024,1,East Harlem North,Financial District North,4,8.69,39.6,1,158.38,28.88
2024,1,East Flushing,Sunnyside,4,7.39,32.9,1,131.6,30.18
2024,1,Bensonhurst East,Sheepshead Bay,4,3.3,25.25,1,101,31.07
2024,1,Lenox Hill East,Homecrest,4,15.15,80.88,1,323.5,43.06
2024,1,Upper East Side North,Co-Op City,4,14.28,64.44,1.25,257.75,57.94
2024,1,Co-Op City,Sheepshead Bay,4,12.7,75.33,1,301.32,96.72
2024,1,Sunnyside,Stuy Town/Peter Cooper Village,4,5.04,48,1.25,191.99,19.7
2024,1,DUMBO/Vinegar Hill,Clinton East,4,7.42,47.9,1.25,191.59,33.25
2024,1,Times Sq/Theatre District,Briarwood/Jamaica Hills,4,12.34,66.96,1,267.83,34.6
2024,1,Prospect-Lefferts Gardens,Co-Op City,4,17.58,62.96,1,251.82,82.78
2024,1,Upper West Side North,Fordham South,4,7.89,38.78,1.25,155.12,25.04
2024,1,Van Cortlandt Village,Inwood,4,1.45,14.95,1,59.8,15.5
2024,1,Manhattan Valley,Fort Greene,4,11.28,66.2,1.5,264.79,37.87
2024,1,Sheepshead Bay,Park Slope,4,6.28,29,1,116,37.25
2024,1,Jamaica,Penn Station/Madison Sq West,4,12.57,97.81,1,391.24,25.78
2024,1,East New York,Forest Hills,4,6.53,30.5,1,122,41.24
2024,1,Sheepshead Bay,Forest Hills,4,15,47.75,1,191,56.86
2024,1,Cobble Hill,Financial District North,4,3.12,28.35,1,113.38,19.23
2024,1,Flushing Meadows-Corona Park,Central Harlem North,4,10.24,68.91,1.75,275.65,14.37
2024,1,Randalls Island,Upper West Side South,4,4.75,98.26,1.5,393.02,18.65
2024,1,Clinton East,Bedford Park,4,11.47,48.68,1.5,194.7,42.95
2024,1,Cypress Hills,Canarsie,4,3.58,24.5,1,98,22.31
2024,1,Clinton East,Ocean Hill,4,10.19,58.34,2,233.36,42.75
2024,1,Times Sq/Theatre District,Fordham South,4,13.82,66.5,1.75,265.98,37.52
2024,1,Upper East Side North,Murray Hill-Queens,4,12.98,72.98,1,291.91,31.48
2024,1,Penn Station/Madison Sq West,Fresh Meadows,4,13.88,78.15,1.25,312.58,30
2024,1,Erasmus,Gowanus,4,4,23,1,92,30.53
2024,1,Washington Heights South,TriBeCa/Civic Center,4,10.5,53.1,1.75,212.4,37.35
2024,1,Midtown South,Van Cortlandt Village,4,12.33,60.02,2,240.06,32.91
2024,1,Mott Haven/Port Morris,East New York,4,13.68,54.74,1,218.94,46.29
2024,1,Cambria Heights,Financial District North,4,15.88,67.24,1,268.94,72.51
2024,1,Bensonhurst West,Flatbush/Ditmas Park,4,3.03,21.75,1,87,35.84
2024,1,East Harlem North,Greenwich Village South,4,7.48,49.48,1.25,197.91,30.68
2024,1,College Point,College Point,4,0,59.4,1.25,237.6,0.12
2024,1,Far Rockaway,Crown Heights South,4,14.6,47.26,1,189.05,78.71
2024,1,Times Sq/Theatre District,Ocean Parkway South,4,12.64,73.96,1,295.84,49.98
2024,1,Cobble Hill,Greenwich Village South,4,3.79,32.58,1,130.3,23.82
2024,1,Midtown East,East Concourse/Concourse Village,4,7.01,39.71,1.75,158.84,24.05
2024,1,Park Slope,Williamsburg (South Side),4,4.29,28.67,1,114.69,20.17
2024,1,Upper East Side South,Brooklyn Navy Yard,4,8.67,60.39,1.5,241.56,41.03
2024,1,Whitestone,Canarsie,4,12.53,44,1,176,42.86
2024,1,Clinton East,Flatlands,4,13.58,71.64,2,286.57,56.99
2024,1,Crown Heights South,Upper East Side South,4,8.33,38.74,1,154.94,54.83
2024,1,Little Italy/NoLiTa,Queensbridge/Ravenswood,4,6.67,47.35,1.75,189.39,28.18
2024,1,Flushing Meadows-Corona Park,Jackson Heights,4,3.89,21,1,84,12.2
2024,1,East Flatbush/Remsen Village,Jamaica,4,7.23,37.5,1,150,48.89
2024,1,Midtown East,Cambria Heights,4,18.65,90.56,2,362.24,58.67
2024,1,Coney Island,Flatbush/Ditmas Park,4,10.13,28.25,1,113,53.71
2024,1,Brooklyn Heights,Brownsville,4,5.4,28.88,1,115.5,44.8
2024,1,Belmont,Central Harlem North,4,4.6,30.75,1,123,33.09
2024,1,Flushing,Kew Gardens,4,3.61,25.28,1,101.1,24.3
2024,1,Battery Park City,Crown Heights North,4,6.3,47.04,1.25,188.14,30.9
2024,1,Two Bridges/Seward Park,Cobble Hill,4,3.96,29.87,3.25,119.46,17.91
2024,1,Williamsburg (North Side),Prospect Heights,4,4.29,32.16,2.75,128.63,21.81
2024,1,East Harlem South,Midwood,4,12.43,61.96,1,247.84,66.38
2024,1,Fort Greene,Clinton East,4,7.16,42.68,1.25,170.7,33.53
2024,1,Midtown South,Claremont/Bathgate,4,11.41,63.4,1.75,253.58,55.28
2024,1,N/A,Spuyten Duyvil/Kingsbridge,4,10.29,56.85,1.25,227.41,27.58
2024,1,Melrose South,Far Rockaway,4,15.2,64.5,1,258,64.62
2024,1,East Concourse/Concourse Village,Midtown North,4,7.75,36,1,144,46.1
2024,1,Brooklyn Heights,West Village,4,2.93,28.8,1.25,115.2,19.69
2024,1,Melrose South,East Chelsea,4,5.95,36.75,1,147,47.28
2024,1,Gramercy,Sunset Park East,4,9.43,48.67,1.5,194.66,29.7
2024,1,UN/Turtle Bay South,Melrose South,4,6.34,35.45,1.25,141.8,22.64
2024,1,Central Harlem North,Springfield Gardens North,4,12.08,52.99,1,211.94,56.14
2024,1,Midtown Center,Country Club,4,12.44,53.68,1,214.7,57.01
2024,1,Kips Bay,Bedford Park,4,11.38,44.11,1,176.44,48.06
2024,1,Stuy Town/Peter Cooper Village,Central Harlem,4,5.55,35.86,1.25,143.42,21.67
2024,1,SoHo,Steinway,4,10.29,58.32,2,233.28,28.26
2024,1,Manhattan Valley,Clinton Hill,4,11.13,67.46,1.5,269.84,44.43
2024,1,Battery Park,Fort Greene,4,3.84,32.73,1.75,130.9,21.7
2024,1,West Chelsea/Hudson Yards,Sunset Park East,4,9.55,55.73,1.25,222.92,34.17
2024,1,Richmond Hill,Midtown East,4,7.15,38.15,1,152.6,53.93
2024,1,Washington Heights North,Hamilton Heights,4,2.21,19.1,1,76.38,13.8
2024,1,Kew Gardens Hills,Central Harlem North,4,5.43,46.94,1,187.76,36.68
2024,1,Upper East Side South,Kensington,4,13.37,67.94,1,271.74,36.23
2024,1,Central Harlem,Spuyten Duyvil/Kingsbridge,4,8.53,35.32,1,141.28,37.15
2024,1,Washington Heights South,Bedford Park,4,5.73,35.43,1.25,141.7,27.78
2024,1,TriBeCa/Civic Center,Flatlands,4,9.48,36.08,1,144.3,64.34
2024,1,Prospect Heights,Stuyvesant Heights,4,2.24,20.45,1.25,81.81,14.56
2024,1,World Trade Center,Spuyten Duyvil/Kingsbridge,4,14.79,77.61,1,310.44,37.85
2024,1,Brighton Beach,Canarsie,4,6.34,30.53,1,122.1,24.56
2024,1,TriBeCa/Civic Center,Ocean Hill,4,6.21,37.43,1,149.7,31.13
2024,1,Chinatown,Steinway,4,10.87,62.18,1.25,248.73,32.49
2024,1,Parkchester,Rosedale,4,3.58,55.32,1,221.26,27.09
2024,1,West Concourse,Crotona Park East,4,3.22,21.4,1,85.6,22.45
2024,1,Red Hook,Brooklyn Heights,4,1.6,17.32,1,69.26,15.4
2024,1,Soundview/Castle Hill,East Harlem North,4,4.43,28.25,1,113,51.85
2024,1,Soundview/Castle Hill,Upper West Side North,4,8.28,36.97,1,147.88,31.76
2024,1,Canarsie,Cambria Heights,4,5.68,41.75,1,167,33.36
2024,1,Hammels/Arverne,Brownsville,4,10.25,42.15,1,168.6,63.95
2024,1,Kips Bay,Ocean Hill,4,9.39,44.48,1,177.9,54.24
2024,1,Elmhurst,Midtown Center,4,7.33,61.75,1,247.01,37.72
2024,1,Upper West Side North,Co-Op City,4,15.98,73.63,1.25,294.5,52.12
2024,1,Crown Heights North,Lenox Hill West,4,9.3,36.5,1,146,65.58
2024,1,Astoria,Jamaica,4,10.75,52,2,208,30.77
2024,1,Upper West Side South,Soundview/Bruckner,4,7.9,49.07,1,196.28,30.8
2024,1,Belmont,Corona,4,13.18,42.74,1,170.94,47.1
2024,1,Kips Bay,South Jamaica,4,12,55.73,1,222.92,48.95
2024,1,Central Harlem,Old Astoria,4,4.27,32.67,1.5,130.67,17.21
2024,1,Central Harlem North,Financial District North,4,7.53,42.63,1,170.5,65.63
2024,1,Financial District North,Manhattanville,4,10.3,51.78,2.25,207.1,32.95
2024,1,Woodlawn/Wakefield,Central Harlem North,4,11.25,34.5,1,138,44.97
2024,1,Stuyvesant Heights,Sheepshead Bay,4,8.75,33,1,132,68.53
2024,1,Richmond Hill,Yorkville West,4,8.15,45.74,1,182.94,38.47
2024,1,Battery Park,Alphabet City,4,3.41,21.6,1.75,86.4,11.8
2024,1,Lincoln Square East,Stuyvesant Heights,4,9.72,61,1.25,244,43.15
2024,1,Van Cortlandt Village,Spuyten Duyvil/Kingsbridge,4,1.59,17.45,1,69.8,12.19
2024,1,Corona,Queens Village,4,5.08,32.38,1,129.5,39.62
2024,1,Central Harlem North,Hunts Point,4,4.53,25.83,1,103.3,15.35
2024,1,Far Rockaway,World Trade Center,4,20.38,82.62,1,330.48,88.83
2024,1,Melrose South,Clinton East,4,4.88,32,1,128,43.26
2024,1,Morrisania/Melrose,Van Nest/Morris Park,4,4.98,32,1,128,43.29
2024,1,East Elmhurst,Ocean Parkway South,4,18.05,97.2,1,388.81,49.03
2024,1,Washington Heights North,Upper West Side South,4,7.39,47.53,1,190.13,22.57
2024,1,South Williamsburg,Forest Hills,4,6.67,32.5,1.25,130,14.16
2024,1,Crown Heights South,Murray Hill,4,7.43,34.5,1,138,57.35
2024,1,TriBeCa/Civic Center,Glendale,4,8.47,52.06,1,208.25,31.05
2024,1,West Chelsea/Hudson Yards,Bedford Park,4,13.47,72.23,1,288.92,39.05
2024,1,Yorkville West,Mount Hope,4,4.83,32.09,1,128.34,25.04
2024,1,Prospect-Lefferts Gardens,Lower East Side,4,5.85,29.5,1,118,54.87
2024,1,Seaport,Prospect-Lefferts Gardens,4,6.06,37.81,1,151.25,38.73
2024,1,Sheepshead Bay,Rego Park,4,9.1,47.75,1,191,66.59
2024,1,East Village,Woodlawn/Wakefield,4,16.12,63.1,1,252.41,53.37
2024,1,World Trade Center,Roosevelt Island,4,10.24,64.29,1.5,257.17,45.33
2024,1,Van Cortlandt Village,Central Harlem,4,5.05,29,1,116,42.5
2024,1,Elmhurst,Clinton West,4,7.12,54.78,1,219.1,28.73
2024,1,Prospect-Lefferts Gardens,Westchester Village/Unionport,4,18.03,54,1,216,57.36
2024,1,Seaport,Brooklyn Navy Yard,4,2.99,23.18,1.25,92.7,14.28
2024,1,Maspeth,World Trade Center,4,8.38,38.05,1,152.2,41.19
2024,1,Lincoln Square West,Bronxdale,4,11.82,45.05,1,180.2,57.19
2024,1,East Village,Homecrest,4,12.21,64.98,1.75,259.9,36.77
2024,1,Lenox Hill East,Springfield Gardens South,4,16.7,67.94,1,271.76,73.69
2024,1,Morningside Heights,Soundview/Castle Hill,4,6.89,36.18,1,144.7,34.72
2024,1,Kips Bay,Brighton Beach,4,16.52,78.32,1.25,313.28,46.3
2024,1,LaGuardia Airport,Broad Channel,4,15.13,78.76,1.25,315.02,42.88
2024,1,Ridgewood,Stuyvesant Heights,4,2.25,20.84,1,83.35,16.25
2024,1,World Trade Center,Steinway,4,10.88,58.51,1,234.05,31.56
2024,1,Astoria,Corona,4,4.73,28.75,1,115,23.63
2024,1,Lenox Hill West,Flatlands,4,15.17,71.34,1,285.36,45.49
2024,1,Brownsville,East New York/Pennsylvania Avenue,4,1.05,16.03,1,64.1,14.58
2024,1,Boerum Hill,Upper East Side North,4,9.07,52.13,1,208.52,43.5
2024,1,Fort Greene,Jackson Heights,4,9.72,43.73,1.25,174.92,23.55
2024,1,Bellerose,Outside of NYC,4,7.68,60.33,1,241.3,22.37
2024,1,Prospect-Lefferts Gardens,Queens Village,4,10.95,48.75,1,195,91.92
2024,1,Clinton West,South Williamsburg,4,7.84,51.78,2,207.1,41.19
2024,1,Cambria Heights,Times Sq/Theatre District,4,19.48,88.07,1.25,352.28,69.08
2024,1,Kips Bay,University Heights/Morris Heights,4,7.28,36.25,1,145,63.73
2024,1,Manhattan Valley,Elmhurst,4,8.96,50.77,1,203.06,33.82
2024,1,Hillcrest/Pomonok,Financial District North,4,10.25,46.24,1,184.94,75.59
2024,1,Bay Ridge,Coney Island,4,6.71,29.93,1,119.7,28.65
2024,1,Crown Heights North,Upper East Side North,4,10.23,42,1,168,49.36
2024,1,Marine Park/Mill Basin,Park Slope,4,6.08,28.75,1,115,46.95
2024,1,Upper West Side South,Gowanus,4,11.03,67.62,1.25,270.46,44.06
2024,1,Lenox Hill West,Corona,4,8.67,51.61,1,206.42,27.43
2024,1,Morningside Heights,Carroll Gardens,4,12.46,67.47,1,269.86,34.63
2024,1,TriBeCa/Civic Center,Dyker Heights,4,9.08,52.34,1.5,209.35,23.59
2024,1,East Flatbush/Remsen Village,Ocean Hill,4,2.05,19.75,1,79,17.89
2024,1,Co-Op City,Norwood,4,3.3,25,1,100,20.07
2024,1,Kew Gardens Hills,Queensboro Hill,4,2.4,18.25,1,73,18.23
2024,1,Outside of NYC,East Harlem North,4,12.22,71.47,1,285.88,35.78
2024,1,Queens Village,Hammels/Arverne,4,9.13,41.55,1,166.2,55.57
2024,1,Melrose South,Morningside Heights,4,2.9,22.5,1,90,29.15
2024,1,Crown Heights South,Jamaica,4,10.43,38,1,152,52.57
2024,1,Maspeth,Williamsburg (North Side),4,2.68,18.39,1.25,73.56,10.07
2024,1,Times Sq/Theatre District,Allerton/Pelham Gardens,4,14.79,78.57,1.25,314.26,33.63
2024,1,Upper East Side North,Woodhaven,4,12.22,61.81,1.25,247.24,42.28
2024,1,Upper West Side North,Parkchester,4,7.37,44.53,1,178.1,29.07
2024,1,Astoria,East Elmhurst,4,3.83,26.51,1,106.05,25.99
2024,1,Douglaston,Midtown East,4,7.95,54.94,1,219.76,37.05
2024,1,Murray Hill,Randalls Island,4,5.16,41.09,1.25,164.35,17.24
2024,1,Central Harlem North,DUMBO/Vinegar Hill,4,10.58,48.43,1.25,193.7,39.49
2024,1,Clinton Hill,Prospect Heights,4,1.35,17.47,1,69.86,10.23
2024,1,Bloomingdale,Hudson Sq,4,6.88,46.37,1,185.46,28.88
2024,1,Morrisania/Melrose,West Concourse,4,1.2,18.25,1,73,15.3
2024,1,Crotona Park East,East New York,4,11.98,55.83,1,223.32,40.72
2024,1,East Harlem South,Baisley Park,4,15.98,55.95,1,223.78,54.55
2024,1,Fort Greene,Red Hook,4,2.54,21.78,2,87.1,19.65
2024,1,Times Sq/Theatre District,Longwood,4,9.44,50.65,1.25,202.6,45.19
2024,1,Bushwick South,East New York/Pennsylvania Avenue,4,3.25,25.25,1,101,49.54
2024,1,Coney Island,Crown Heights North,4,11.3,43.25,1,173,44.22
2024,1,Union Sq,Sunset Park East,4,9.69,58.35,1.25,233.4,29.92
2024,1,Randalls Island,JFK Airport,4,11.58,98.8,1,395.18,33.52
2024,1,Prospect Heights,East Village,4,4.31,34.09,1.25,136.35,22.47
2024,1,Garment District,Bayside,4,16.02,84.68,1,338.7,38.58
2024,1,Yorkville West,Kew Gardens,4,12.32,61.7,2.25,246.78,32.3
2024,1,Bedford Park,Williamsbridge/Olinville,4,2.84,20.2,1,80.78,17.06
2024,1,Sunnyside,Richmond Hill,4,7.56,34.38,1.5,137.5,17.82
2024,1,Westchester Village/Unionport,Prospect-Lefferts Gardens,4,13.25,58.47,1,233.88,84.64
2024,1,Far Rockaway,Bushwick South,4,14.58,47,1,188,69.81
2024,1,Queensbridge/Ravenswood,Brooklyn Heights,4,3.08,36.74,1,146.94,33.63
2024,1,Carroll Gardens,Lincoln Square East,4,8.49,50.08,1,200.32,27.21
2024,1,Long Island City/Hunters Point,East Harlem North,4,3.55,36.55,1,146.2,28.06
2024,1,East Chelsea,Coney Island,4,8.88,60.18,1,240.72,206.49
2024,1,UN/Turtle Bay South,Bensonhurst West,4,13.87,68.91,1,275.63,43.88
2024,1,Park Slope,Midwood,4,5.04,28.48,1,113.9,28.63
2024,1,Williamsburg (South Side),Clinton East,4,5.78,41.19,2.75,164.76,29.08
2024,1,JFK Airport,Pelham Bay Park,4,19.9,104.84,1.5,419.36,32.73
2024,1,Prospect-Lefferts Gardens,East Village,4,4.48,34.48,1,137.9,41.84
2024,1,Prospect-Lefferts Gardens,Clinton Hill,4,2.73,20.87,1,83.48,21.95
2024,1,Clinton East,Erasmus,4,11.98,65.76,1.25,263.03,40.53
2024,1,Sutton Place/Turtle Bay North,Highbridge Park,4,7.71,40.51,1,162.04,17.03
2024,1,Maspeth,West Village,4,5.53,55.14,1.25,220.55,30.63
2024,1,Baisley Park,Clinton West,4,17.65,97.2,1.25,388.78,47.2
2024,1,West Village,Kingsbridge Heights,4,11.84,55.43,1.25,221.7,49.35
2024,1,East Village,Corona,4,10.72,54.54,1.75,218.14,31.16
2024,1,Seaport,Columbia Street,4,3.13,28.94,1.5,115.74,15.48
2024,1,Chinatown,Red Hook,4,4.73,35.32,1,141.26,22.13
2024,1,Garment District,College Point,4,12.76,66.13,1,264.53,32.23
2024,1,Washington Heights South,Highbridge Park,4,0.97,21.19,1,84.76,11.98
2024,1,Columbia Street,Columbia Street,4,0.06,32,1,128,0.36
2024,1,Penn Station/Madison Sq West,East New York/Pennsylvania Avenue,4,15.24,77.14,2,308.57,46.19
2024,1,Murray Hill,Belmont,4,12.44,57.34,1,229.35,49.36
2024,1,East Elmhurst,Norwood,4,14.5,72.77,1.5,291.09,24.71
2024,1,Upper East Side South,North Corona,4,7.49,54.21,2,216.84,31.65
2024,1,East Harlem South,Roosevelt Island,4,3.35,34.32,1,137.28,24.81
2024,1,Mott Haven/Port Morris,Jamaica,4,7.93,49.21,1.25,196.82,45.12
2024,1,Midtown East,Hunts Point,4,7.29,36.69,1,146.76,23.16
2024,1,Crotona Park East,East Harlem South,4,4.67,29.49,1,117.94,29.73
2024,1,Gravesend,Bay Ridge,4,5.93,31.6,1,126.4,24.43
2024,1,East Harlem South,Schuylerville/Edgewater Park,4,8.51,42.64,1,170.55,34.82
2024,1,East New York/Pennsylvania Avenue,Cambria Heights,4,10.18,39,1,156,51.07
2024,1,DUMBO/Vinegar Hill,East Harlem North,4,7.18,46.59,1,186.35,26.19
2024,1,Steinway,Long Island City/Hunters Point,4,4.75,32.12,1,128.46,22.93
2024,1,Madison,Central Harlem,4,17.6,66.99,1,267.94,71.29
2024,1,Highbridge,Central Harlem,4,2.68,23.63,1,94.5,22.45
2024,1,Mott Haven/Port Morris,University Heights/Morris Heights,4,3.5,21.68,1,86.7,12.7
2024,1,South Jamaica,Lincoln Square East,4,15.6,78.48,1,313.93,53.14
2024,1,Greenwich Village North,Parkchester,4,12.06,72.91,1.75,291.64,34.65
2024,1,Norwood,Central Harlem North,4,7.95,34.75,1,139,31.33
2024,1,Brownsville,Midtown East,4,11.35,43.25,1,173,68.78
2024,1,Hammels/Arverne,Murray Hill,4,23.09,81.4,1,325.58,73.11
2024,1,Park Slope,Yorkville West,4,9.26,53.45,1.25,213.78,30.19
2024,1,East Flatbush/Farragut,Downtown Brooklyn/MetroTech,4,6.05,26.75,1,107,56.39
2024,1,Penn Station/Madison Sq West,Kew Gardens,4,12.1,76.74,1,306.94,43.15
2024,1,Queens Village,Forest Hills,4,6.58,29.5,1,118,25.04
2024,1,Washington Heights South,Bushwick South,4,14.85,56.97,1,227.88,70.28
2024,1,West Chelsea/Hudson Yards,West Concourse,4,9.7,52.26,1.5,209.02,26.48
2024,1,Soundview/Castle Hill,Norwood,4,4.35,26.5,1,106,25.3
2024,1,Far Rockaway,Gramercy,4,16.33,63.72,1,254.88,69.41
2024,1,Garment District,Columbia Street,4,10.56,62.15,1.25,248.6,35.71
2024,1,Marine Park/Floyd Bennett Field,Manhattan Beach,4,1.06,31.85,1.5,127.4,2.38
2024,1,Central Harlem,Soundview/Bruckner,4,5.51,34.07,1,136.26,24.69
2024,1,Bloomingdale,West Concourse,4,3.22,26.59,1,106.35,22.81
2024,1,Fort Greene,Union Sq,4,5.27,37.44,1.25,149.77,24.33
2024,1,East New York,Financial District North,4,13.2,59.24,1,236.94,75.26
2024,1,Riverdale/North Riverdale/Fieldston,Garment District,4,12.53,43.59,1,174.36,67
2024,1,Midtown North,Van Cortlandt Village,4,10.86,55.3,1,221.18,30.39
2024,1,Soundview/Castle Hill,Chinatown,4,11.2,45.96,1,183.82,39.94
2024,1,Briarwood/Jamaica Hills,Central Harlem,4,9.96,47.35,1,189.38,55.34
2024,1,Woodside,TriBeCa/Civic Center,4,7.53,39.94,1,159.74,47.48
2024,1,Midtown East,Borough Park,4,11.96,65.86,1.75,263.42,47.9
2024,1,Bensonhurst West,Two Bridges/Seward Park,4,9.05,46.49,1,185.94,54.84
2024,1,Greenpoint,Lower East Side,4,2.48,25.86,1.25,103.45,9.33
2024,1,Sheepshead Bay,Lenox Hill West,4,11.13,58.47,1,233.88,74.23
2024,1,Astoria,N/A,4,0.39,22.54,1.75,90.16,3.98
2024,1,Battery Park,LaGuardia Airport,4,15.15,87.98,1.75,351.91,30.59
2024,1,Boerum Hill,Midtown South,4,6.61,47.54,2.5,190.16,28.39
2024,1,Highbridge,Lenox Hill East,4,7.68,31.25,1,125,50.99
2024,1,UN/Turtle Bay South,Columbia Street,4,7.84,53.65,1,214.61,33.29
2024,1,University Heights/Morris Heights,Forest Hills,4,15.05,45.97,1,183.88,72.43
2024,1,Brownsville,Red Hook,4,7.68,27.5,1,110,59.53
2024,1,Greenwich Village South,Erasmus,4,7.78,55.99,1.5,223.94,35.04
2024,1,Yorkville East,Highbridge,4,5.44,31.86,1.5,127.42,20.02
2024,1,Stuyvesant Heights,East Williamsburg,4,2.03,24.25,1,97,22.71
2024,1,Penn Station/Madison Sq West,Claremont/Bathgate,4,11.67,61.4,1.5,245.6,49.15
2024,1,Washington Heights North,Times Sq/Theatre District,4,6.11,40.49,1,161.95,24.14
2024,1,Co-Op City,Morrisania/Melrose,4,6.73,33.75,1,135,30.25
2024,1,Midtown South,Prospect Park,4,10.15,60.73,1.5,242.93,35.88
2024,1,Fort Greene,Lincoln Square East,4,8.23,39.76,1.25,159.02,48.36
2024,1,Woodside,East Elmhurst,4,2.31,18.56,1,74.24,13.75
2024,1,East Elmhurst,University Heights/Morris Heights,4,10,55.53,1,222.1,20.6
2024,1,Midwood,Homecrest,4,0.63,18.13,1,72.5,13.53
2024,1,Randalls Island,Washington Heights South,4,5.1,75.11,2.5,300.43,17.54
2024,1,Upper East Side South,Hunts Point,4,6.56,41.44,1,165.74,24.15
