country,iso3,region,year,religion,pct_2010,pct_2020,population_2010,population_2020,diversity_index
Denmark,DNK,Europe,2020,Christianity,80.2,76.9,5547863,5831530,4.42
Denmark,DNK,Europe,2020,Hinduism,0.3,0.4,5547863,5831530,4.42
Denmark,DNK,Europe,2020,Islam,3.2,4.2,5547863,5831530,4.42
Denmark,DNK,Europe,2020,Judaism,0.1,0.1,5547863,5831530,4.42
Denmark,DNK,Europe,2020,Other Religions,1.2,1,5547863,5831530,4.42
Denmark,DNK,Europe,2020,Unaffiliated,14.5,16.6,5547863,5831530,4.42
Djibouti,DJI,Sub-Saharan Africa,2020,Christianity,1.3,1.1,930252,1105189,0.53
Djibouti,DJI,Sub-Saharan Africa,2020,Hinduism,0,0,930252,1105189,0.53
Djibouti,DJI,Sub-Saharan Africa,2020,Islam,97.4,97.7,930252,1105189,0.53
Djibouti,DJI,Sub-Saharan Africa,2020,Other Religions,0.1,0.1,930252,1105189,0.53
Djibouti,DJI,Sub-Saharan Africa,2020,Unaffiliated,1.1,1.1,930252,1105189,0.53
Dominican Republic,DOM,Latin America-Caribbean,2020,Buddhism,0,0,9820175,11008300,4.18
Dominican Republic,DOM,Latin America-Caribbean,2020,Christianity,84.9,77.6,9820175,11008300,4.18
Dominican Republic,DOM,Latin America-Caribbean,2020,Hinduism,0,0,9820175,11008300,4.18
Dominican Republic,DOM,Latin America-Caribbean,2020,Islam,0,0,9820175,11008300,4.18
Dominican Republic,DOM,Latin America-Caribbean,2020,Judaism,0,0,9820175,11008300,4.18
Dominican Republic,DOM,Latin America-Caribbean,2020,Other Religions,0.1,2.7,9820175,11008300,4.18
Dominican Republic,DOM,Latin America-Caribbean,2020,Unaffiliated,14.9,19.6,9820175,11008300,4.18
Ecuador,ECU,Latin America-Caribbean,2020,Buddhism,0,0,15076695,17546065,2.43
Ecuador,ECU,Latin America-Caribbean,2020,Christianity,95.6,88.5,15076695,17546065,2.43
Ecuador,ECU,Latin America-Caribbean,2020,Hinduism,0,0,15076695,17546065,2.43
Ecuador,ECU,Latin America-Caribbean,2020,Islam,0,0,15076695,17546065,2.43
Ecuador,ECU,Latin America-Caribbean,2020,Judaism,0,0,15076695,17546065,2.43
Ecuador,ECU,Latin America-Caribbean,2020,Other Religions,0.1,3,15076695,17546065,2.43
Ecuador,ECU,Latin America-Caribbean,2020,Unaffiliated,4.3,8.4,15076695,17546065,2.43
Egypt,EGY,Middle East-North Africa,2020,Buddhism,0,0,89196073,109315124,1.07
Egypt,EGY,Middle East-North Africa,2020,Christianity,5.1,4.8,89196073,109315124,1.07
Egypt,EGY,Middle East-North Africa,2020,Hinduism,0,0,89196073,109315124,1.07
Egypt,EGY,Middle East-North Africa,2020,Islam,94.9,95.2,89196073,109315124,1.07
Egypt,EGY,Middle East-North Africa,2020,Judaism,0,0,89196073,109315124,1.07
Egypt,EGY,Middle East-North Africa,2020,Other Religions,0,0,89196073,109315124,1.07
Egypt,EGY,Middle East-North Africa,2020,Unaffiliated,0,0,89196073,109315124,1.07
El Salvador,SLV,Latin America-Caribbean,2020,Buddhism,0,0,6068250,6234674,2.65
El Salvador,SLV,Latin America-Caribbean,2020,Christianity,88.3,87.1,6068250,6234674,2.65
El Salvador,SLV,Latin America-Caribbean,2020,Hinduism,0,0,6068250,6234674,2.65
El Salvador,SLV,Latin America-Caribbean,2020,Islam,0,0,6068250,6234674,2.65
El Salvador,SLV,Latin America-Caribbean,2020,Judaism,0,0,6068250,6234674,2.65
El Salvador,SLV,Latin America-Caribbean,2020,Other Religions,0,1,6068250,6234674,2.65
El Salvador,SLV,Latin America-Caribbean,2020,Unaffiliated,11.6,11.9,6068250,6234674,2.65
Equatorial Guinea,GNQ,Sub-Saharan Africa,2020,Buddhism,0,0,1189085,1716469,2.44
Equatorial Guinea,GNQ,Sub-Saharan Africa,2020,Christianity,88.7,88.7,1189085,1716469,2.44
Equatorial Guinea,GNQ,Sub-Saharan Africa,2020,Hinduism,0,0,1189085,1716469,2.44
Equatorial Guinea,GNQ,Sub-Saharan Africa,2020,Islam,4,4,1189085,1716469,2.44
Equatorial Guinea,GNQ,Sub-Saharan Africa,2020,Judaism,0,0.1,1189085,1716469,2.44
Equatorial Guinea,GNQ,Sub-Saharan Africa,2020,Other Religions,2.2,2.1,1189085,1716469,2.44
Equatorial Guinea,GNQ,Sub-Saharan Africa,2020,Unaffiliated,5,5,1189085,1716469,2.44
Eritrea,ERI,Sub-Saharan Africa,2020,Buddhism,0,0,2945187,3291271,6.01
Eritrea,ERI,Sub-Saharan Africa,2020,Christianity,47.1,46.7,2945187,3291271,6.01
Eritrea,ERI,Sub-Saharan Africa,2020,Hinduism,0,0,2945187,3291271,6.01
Eritrea,ERI,Sub-Saharan Africa,2020,Islam,51.3,51.7,2945187,3291271,6.01
Eritrea,ERI,Sub-Saharan Africa,2020,Judaism,0,0,2945187,3291271,6.01
Eritrea,ERI,Sub-Saharan Africa,2020,Other Religions,0.6,0.6,2945187,3291271,6.01
Eritrea,ERI,Sub-Saharan Africa,2020,Unaffiliated,1,1.1,2945187,3291271,6.01
Estonia,EST,Europe,2020,Buddhism,0.1,0.2,1331449,1329670,6.21
Estonia,EST,Europe,2020,Christianity,61.2,52.6,1331449,1329670,6.21
Estonia,EST,Europe,2020,Hinduism,0.1,0.1,1331449,1329670,6.21
Estonia,EST,Europe,2020,Islam,0.5,0.6,1331449,1329670,6.21
Estonia,EST,Europe,2020,Judaism,0.2,0.1,1331449,1329670,6.21
Estonia,EST,Europe,2020,Other Religions,6.4,2.8,1331449,1329670,6.21
Estonia,EST,Europe,2020,Unaffiliated,31.5,43.6,1331449,1329670,6.21
Eswatini,SWZ,Sub-Saharan Africa,2020,Buddhism,0,0,1111650,1192730,1.48
Eswatini,SWZ,Sub-Saharan Africa,2020,Christianity,93.1,93.2,1111650,1192730,1.48
Eswatini,SWZ,Sub-Saharan Africa,2020,Hinduism,0.1,0.1,1111650,1192730,1.48
Eswatini,SWZ,Sub-Saharan Africa,2020,Islam,0.3,0.1,1111650,1192730,1.48
Eswatini,SWZ,Sub-Saharan Africa,2020,Judaism,0,0,1111650,1192730,1.48
Eswatini,SWZ,Sub-Saharan Africa,2020,Other Religions,2.4,0.3,1111650,1192730,1.48
Eswatini,SWZ,Sub-Saharan Africa,2020,Unaffiliated,4,6.2,1111650,1192730,1.48
Ethiopia,ETH,Sub-Saharan Africa,2020,Buddhism,0,0,90538514,118917672,5.71
Ethiopia,ETH,Sub-Saharan Africa,2020,Christianity,62.6,61.6,90538514,118917672,5.71
Ethiopia,ETH,Sub-Saharan Africa,2020,Hinduism,0,0,90538514,118917672,5.71
Ethiopia,ETH,Sub-Saharan Africa,2020,Islam,34.8,36.2,90538514,118917672,5.71
Ethiopia,ETH,Sub-Saharan Africa,2020,Judaism,0,0,90538514,118917672,5.71
Ethiopia,ETH,Sub-Saharan Africa,2020,Other Religions,2.6,2.1,90538514,118917672,5.71
Ethiopia,ETH,Sub-Saharan Africa,2020,Unaffiliated,0.1,0.1,90538514,118917672,5.71
Federated States of Micronesia,FSM,Asia-Pacific,2020,Buddhism,0.1,0.1,107540,110917,0.28
Federated States of Micronesia,FSM,Asia-Pacific,2020,Christianity,98.8,98.8,107540,110917,0.28
Federated States of Micronesia,FSM,Asia-Pacific,2020,Hinduism,0,0,107540,110917,0.28
Federated States of Micronesia,FSM,Asia-Pacific,2020,Islam,0,0,107540,110917,0.28
Federated States of Micronesia,FSM,Asia-Pacific,2020,Other Religions,0.4,0.4,107540,110917,0.28
Federated States of Micronesia,FSM,Asia-Pacific,2020,Unaffiliated,0.7,0.7,107540,110917,0.28
Fiji,FJI,Asia-Pacific,2020,Buddhism,0.1,0.1,910419,914963,5.31
Fiji,FJI,Asia-Pacific,2020,Christianity,65.5,69.5,910419,914963,5.31
Fiji,FJI,Asia-Pacific,2020,Hinduism,27.1,24.1,910419,914963,5.31
Fiji,FJI,Asia-Pacific,2020,Islam,6.3,5.8,910419,914963,5.31
Fiji,FJI,Asia-Pacific,2020,Judaism,0,0,910419,914963,5.31
Fiji,FJI,Asia-Pacific,2020,Other Religions,0.8,0.3,910419,914963,5.31
Fiji,FJI,Asia-Pacific,2020,Unaffiliated,0.3,0.3,910419,914963,5.31
Finland,FIN,Europe,2020,Buddhism,0.2,0.3,5363351,5529612,4.84
Finland,FIN,Europe,2020,Christianity,81.8,72.3,5363351,5529612,4.84
Finland,FIN,Europe,2020,Hinduism,0.1,0.1,5363351,5529612,4.84
Finland,FIN,Europe,2020,Islam,0.8,1.6,5363351,5529612,4.84
Finland,FIN,Europe,2020,Judaism,0.1,0.1,5363351,5529612,4.84
Finland,FIN,Europe,2020,Other Religions,0.5,0.5,5363351,5529612,4.84
Finland,FIN,Europe,2020,Unaffiliated,16.6,25,5363351,5529612,4.84
France,FRA,Europe,2020,Buddhism,0.5,0.7,63417363,65905278,6.93
France,FRA,Europe,2020,Christianity,57.1,46.5,63417363,65905278,6.93
France,FRA,Europe,2020,Hinduism,0.1,0.1,63417363,65905278,6.93
France,FRA,Europe,2020,Islam,6.6,9.1,63417363,65905278,6.93
France,FRA,Europe,2020,Judaism,0.8,0.7,63417363,65905278,6.93
France,FRA,Europe,2020,Other Religions,0.4,0.3,63417363,65905278,6.93
France,FRA,Europe,2020,Unaffiliated,34.5,42.6,63417363,65905278,6.93
French Guiana,GUF,Latin America-Caribbean,2020,Buddhism,0.6,0.6,234565,289056,3.28
French Guiana,GUF,Latin America-Caribbean,2020,Christianity,84.5,84.2,234565,289056,3.28
French Guiana,GUF,Latin America-Caribbean,2020,Hinduism,1.6,1.6,234565,289056,3.28
French Guiana,GUF,Latin America-Caribbean,2020,Islam,0.9,0.9,234565,289056,3.28
French Guiana,GUF,Latin America-Caribbean,2020,Judaism,0,0,234565,289056,3.28
French Guiana,GUF,Latin America-Caribbean,2020,Other Religions,9,9.2,234565,289056,3.28
French Guiana,GUF,Latin America-Caribbean,2020,Unaffiliated,3.3,3.4,234565,289056,3.28
French Polynesia,PYF,Asia-Pacific,2020,Buddhism,0.1,0.1,270580,279209,1.45
French Polynesia,PYF,Asia-Pacific,2020,Christianity,93.5,93.4,270580,279209,1.45
French Polynesia,PYF,Asia-Pacific,2020,Hinduism,0.1,0.1,270580,279209,1.45
French Polynesia,PYF,Asia-Pacific,2020,Islam,0.4,0.3,270580,279209,1.45
French Polynesia,PYF,Asia-Pacific,2020,Judaism,0.1,0.1,270580,279209,1.45
French Polynesia,PYF,Asia-Pacific,2020,Other Religions,1,1,270580,279209,1.45
French Polynesia,PYF,Asia-Pacific,2020,Unaffiliated,4.9,5,270580,279209,1.45
Gabon,GAB,Sub-Saharan Africa,2020,Christianity,86,83.7,1719879,2322539,3.36
Gabon,GAB,Sub-Saharan Africa,2020,Islam,5.4,8.6,1719879,2322539,3.36
Gabon,GAB,Sub-Saharan Africa,2020,Other Religions,0.7,1.9,1719879,2322539,3.36
Gabon,GAB,Sub-Saharan Africa,2020,Unaffiliated,7.8,5.8,1719879,2322539,3.36
Gambia,GMB,Sub-Saharan Africa,2020,Christianity,3.5,2.9,1926630,2515734,0.68
Gambia,GMB,Sub-Saharan Africa,2020,Hinduism,0.1,0.1,1926630,2515734,0.68
Gambia,GMB,Sub-Saharan Africa,2020,Islam,96.2,97,1926630,2515734,0.68
Gambia,GMB,Sub-Saharan Africa,2020,Other Religions,0.2,0,1926630,2515734,0.68
Gambia,GMB,Sub-Saharan Africa,2020,Unaffiliated,0,0,1926630,2515734,0.68
Georgia,GEO,Europe,2020,Buddhism,0,0,3895925,3795678,2.47
Georgia,GEO,Europe,2020,Christianity,88.6,88.2,3895925,3795678,2.47
Georgia,GEO,Europe,2020,Hinduism,0,0,3895925,3795678,2.47
Georgia,GEO,Europe,2020,Islam,10.7,10.5,3895925,3795678,2.47
Georgia,GEO,Europe,2020,Judaism,0,0,3895925,3795678,2.47
Georgia,GEO,Europe,2020,Other Religions,0.2,0.3,3895925,3795678,2.47
Georgia,GEO,Europe,2020,Unaffiliated,0.4,1,3895925,3795678,2.47
Germany,DEU,Europe,2020,Buddhism,0.3,0.3,80830924,83628709,6.4
Germany,DEU,Europe,2020,Christianity,62.2,56.2,80830924,83628709,6.4
Germany,DEU,Europe,2020,Hinduism,0.1,0.2,80830924,83628709,6.4
Germany,DEU,Europe,2020,Islam,5.1,6.5,80830924,83628709,6.4
Germany,DEU,Europe,2020,Judaism,0.1,0.1,80830924,83628709,6.4
Germany,DEU,Europe,2020,Other Religions,0.2,0.4,80830924,83628709,6.4
Germany,DEU,Europe,2020,Unaffiliated,31.8,36.1,80830924,83628709,6.4
Ghana,GHA,Sub-Saharan Africa,2020,Christianity,71.1,71.3,25474995,31887809,5.21
Ghana,GHA,Sub-Saharan Africa,2020,Islam,17.7,19.9,25474995,31887809,5.21
Ghana,GHA,Sub-Saharan Africa,2020,Other Religions,6,7.8,25474995,31887809,5.21
Ghana,GHA,Sub-Saharan Africa,2020,Unaffiliated,5.3,1.1,25474995,31887809,5.21
Greece,GRC,Europe,2020,Buddhism,0,0,11124670,10699369,2.27
Greece,GRC,Europe,2020,Christianity,91.2,89.5,11124670,10699369,2.27
Greece,GRC,Europe,2020,Hinduism,0.1,0.1,11124670,10699369,2.27
Greece,GRC,Europe,2020,Islam,4.5,5.1,11124670,10699369,2.27
Greece,GRC,Europe,2020,Judaism,0,0,11124670,10699369,2.27
Greece,GRC,Europe,2020,Other Religions,0.4,0.5,11124670,10699369,2.27
Greece,GRC,Europe,2020,Unaffiliated,3.7,4.7,11124670,10699369,2.27
Grenada,GRD,Latin America-Caribbean,2020,Christianity,87.5,87.5,111586,116341,2.66
Grenada,GRD,Latin America-Caribbean,2020,Hinduism,0.2,0.2,111586,116341,2.66
Grenada,GRD,Latin America-Caribbean,2020,Islam,0.4,0.4,111586,116341,2.66
Grenada,GRD,Latin America-Caribbean,2020,Other Religions,6.2,6.2,111586,116341,2.66
Grenada,GRD,Latin America-Caribbean,2020,Unaffiliated,5.8,5.8,111586,116341,2.66
Guadeloupe,GLP,Latin America-Caribbean,2020,Buddhism,0.2,0.2,408812,407394,0.94
Guadeloupe,GLP,Latin America-Caribbean,2020,Christianity,95.8,95.9,408812,407394,0.94
Guadeloupe,GLP,Latin America-Caribbean,2020,Hinduism,0.5,0.5,408812,407394,0.94
Guadeloupe,GLP,Latin America-Caribbean,2020,Islam,0.4,0.4,408812,407394,0.94
Guadeloupe,GLP,Latin America-Caribbean,2020,Judaism,0.4,0.4,408812,407394,0.94
Guadeloupe,GLP,Latin America-Caribbean,2020,Other Religions,0.2,0.2,408812,407394,0.94
Guadeloupe,GLP,Latin America-Caribbean,2020,Unaffiliated,2.5,2.5,408812,407394,0.94
Guam,GUM,Asia-Pacific,2020,Buddhism,1.1,1.1,166522,162158,1.34
Guam,GUM,Asia-Pacific,2020,Christianity,94.2,94,166522,162158,1.34
Guam,GUM,Asia-Pacific,2020,Islam,0,0,166522,162158,1.34
Guam,GUM,Asia-Pacific,2020,Other Religions,3.1,3.1,166522,162158,1.34
Guam,GUM,Asia-Pacific,2020,Unaffiliated,1.6,1.8,166522,162158,1.34
Guatemala,GTM,Latin America-Caribbean,2020,Buddhism,0,0,14500113,17357326,1.76
Guatemala,GTM,Latin America-Caribbean,2020,Christianity,93,92,14500113,17357326,1.76
Guatemala,GTM,Latin America-Caribbean,2020,Hinduism,0,0,14500113,17357326,1.76
Guatemala,GTM,Latin America-Caribbean,2020,Islam,0,0,14500113,17357326,1.76
Guatemala,GTM,Latin America-Caribbean,2020,Judaism,0,0,14500113,17357326,1.76
Guatemala,GTM,Latin America-Caribbean,2020,Other Religions,0.9,2,14500113,17357326,1.76
Guatemala,GTM,Latin America-Caribbean,2020,Unaffiliated,6.1,6,14500113,17357326,1.76
Guinea,GIN,Sub-Saharan Africa,2020,Buddhism,0.1,0.1,10396086,13371183,2.71
Guinea,GIN,Sub-Saharan Africa,2020,Christianity,8.5,11.7,10396086,13371183,2.71
Guinea,GIN,Sub-Saharan Africa,2020,Islam,87.9,86.8,10396086,13371183,2.71
Guinea,GIN,Sub-Saharan Africa,2020,Other Religions,0.2,0.1,10396086,13371183,2.71
Guinea,GIN,Sub-Saharan Africa,2020,Unaffiliated,3.4,1.3,10396086,13371183,2.71
Guinea-Bissau,GNB,Sub-Saharan Africa,2020,Christianity,26.2,21.7,1566347,2013255,7.17
Guinea-Bissau,GNB,Sub-Saharan Africa,2020,Islam,53.7,56,1566347,2013255,7.17
Guinea-Bissau,GNB,Sub-Saharan Africa,2020,Other Religions,17.7,10.7,1566347,2013255,7.17
Guinea-Bissau,GNB,Sub-Saharan Africa,2020,Unaffiliated,2.4,11.6,1566347,2013255,7.17
Guyana,GUY,Latin America-Caribbean,2020,Buddhism,0,0,749257,807482,5.9
Guyana,GUY,Latin America-Caribbean,2020,Christianity,63.9,65.9,749257,807482,5.9
Guyana,GUY,Latin America-Caribbean,2020,Hinduism,24.8,23.4,749257,807482,5.9
Guyana,GUY,Latin America-Caribbean,2020,Islam,6.8,6.5,749257,807482,5.9
Guyana,GUY,Latin America-Caribbean,2020,Judaism,0,0,749257,807482,5.9
Guyana,GUY,Latin America-Caribbean,2020,Other Religions,1.3,1.2,749257,807482,5.9
Guyana,GUY,Latin America-Caribbean,2020,Unaffiliated,3.1,2.9,749257,807482,5.9
Haiti,HTI,Latin America-Caribbean,2020,Buddhism,0,0,9803294,11243848,2.38
Haiti,HTI,Latin America-Caribbean,2020,Christianity,91.1,88.7,9803294,11243848,2.38
Haiti,HTI,Latin America-Caribbean,2020,Islam,0,0,9803294,11243848,2.38
Haiti,HTI,Latin America-Caribbean,2020,Judaism,0,0,9803294,11243848,2.38
Haiti,HTI,Latin America-Caribbean,2020,Other Religions,1.3,1.8,9803294,11243848,2.38
Haiti,HTI,Latin America-Caribbean,2020,Unaffiliated,7.6,9.4,9803294,11243848,2.38
Honduras,HND,Latin America-Caribbean,2020,Buddhism,0.1,0,8365878,10119641,2.42
Honduras,HND,Latin America-Caribbean,2020,Christianity,90.1,88.5,8365878,10119641,2.42
Honduras,HND,Latin America-Caribbean,2020,Hinduism,0,0,8365878,10119641,2.42
Honduras,HND,Latin America-Caribbean,2020,Islam,0,0,8365878,10119641,2.42
Honduras,HND,Latin America-Caribbean,2020,Judaism,0,0,8365878,10119641,2.42
Honduras,HND,Latin America-Caribbean,2020,Other Religions,0.2,1.8,8365878,10119641,2.42
Honduras,HND,Latin America-Caribbean,2020,Unaffiliated,9.6,9.7,8365878,10119641,2.42
Hong Kong,HKG,Asia-Pacific,2020,Buddhism,11.9,8.4,7101617,7490236,5.23
Hong Kong,HKG,Asia-Pacific,2020,Christianity,18.6,18.7,7101617,7490236,5.23
Hong Kong,HKG,Asia-Pacific,2020,Hinduism,0.1,0.3,7101617,7490236,5.23
Hong Kong,HKG,Asia-Pacific,2020,Islam,0.1,0.3,7101617,7490236,5.23
Hong Kong,HKG,Asia-Pacific,2020,Judaism,0,0,7101617,7490236,5.23
Hong Kong,HKG,Asia-Pacific,2020,Other Religions,1.2,0.9,7101617,7490236,5.23
Hong Kong,HKG,Asia-Pacific,2020,Unaffiliated,68.2,71.4,7101617,7490236,5.23
Hungary,HUN,Europe,2020,Buddhism,0.1,0.2,9979129,9749457,4.71
Hungary,HUN,Europe,2020,Christianity,72.6,72.4,9979129,9749457,4.71
Hungary,HUN,Europe,2020,Hinduism,0,0.1,9979129,9749457,4.71
Hungary,HUN,Europe,2020,Islam,0.1,0.1,9979129,9749457,4.71
Hungary,HUN,Europe,2020,Judaism,0.2,0.1,9979129,9749457,4.71
Hungary,HUN,Europe,2020,Other Religions,2.1,0.1,9979129,9749457,4.71
Hungary,HUN,Europe,2020,Unaffiliated,25,27,9979129,9749457,4.71
Iceland,ISL,Europe,2020,Buddhism,0.4,1.3,318158,366614,4.65
Iceland,ISL,Europe,2020,Christianity,81.3,74.9,318158,366614,4.65
Iceland,ISL,Europe,2020,Hinduism,0.1,0.2,318158,366614,4.65
Iceland,ISL,Europe,2020,Islam,0.7,1.2,318158,366614,4.65
Iceland,ISL,Europe,2020,Judaism,0.1,0.2,318158,366614,4.65
Iceland,ISL,Europe,2020,Other Religions,1.5,2.4,318158,366614,4.65
Iceland,ISL,Europe,2020,Unaffiliated,15.9,19.8,318158,366614,4.65
India,IND,Asia-Pacific,2020,Buddhism,0.7,0.7,1243481564,1402617696,4.03
India,IND,Asia-Pacific,2020,Christianity,2.3,2.2,1243481564,1402617696,4.03
India,IND,Asia-Pacific,2020,Hinduism,80,79.4,1243481564,1402617696,4.03
India,IND,Asia-Pacific,2020,Islam,14.3,15.2,1243481564,1402617696,4.03
India,IND,Asia-Pacific,2020,Judaism,0,0,1243481564,1402617696,4.03
India,IND,Asia-Pacific,2020,Other Religions,2.7,2.5,1243481564,1402617696,4.03
India,IND,Asia-Pacific,2020,Unaffiliated,0,0,1243481564,1402617696,4.03
Indonesia,IDN,Asia-Pacific,2020,Buddhism,0.7,0.7,246305322,274814866,2.72
Indonesia,IDN,Asia-Pacific,2020,Christianity,9.9,10.3,246305322,274814866,2.72
Indonesia,IDN,Asia-Pacific,2020,Hinduism,1.7,1.6,246305322,274814866,2.72
Indonesia,IDN,Asia-Pacific,2020,Islam,87.5,87,246305322,274814866,2.72
Indonesia,IDN,Asia-Pacific,2020,Judaism,0,0,246305322,274814866,2.72
Indonesia,IDN,Asia-Pacific,2020,Other Religions,0.1,0.4,246305322,274814866,2.72
Indonesia,IDN,Asia-Pacific,2020,Unaffiliated,0.1,0.1,246305322,274814866,2.72
Iran,IRN,Asia-Pacific,2020,Buddhism,0,0,77420843,87723443,0.05
Iran,IRN,Asia-Pacific,2020,Christianity,0.2,0.1,77420843,87723443,0.05
Iran,IRN,Asia-Pacific,2020,Hinduism,0,0,77420843,87723443,0.05
Iran,IRN,Asia-Pacific,2020,Islam,99.7,99.8,77420843,87723443,0.05
Iran,IRN,Asia-Pacific,2020,Judaism,0,0,77420843,87723443,0.05
Iran,IRN,Asia-Pacific,2020,Other Religions,0.1,0.1,77420843,87723443,0.05
Iran,IRN,Asia-Pacific,2020,Unaffiliated,0,0,77420843,87723443,0.05
Iraq,IRQ,Middle East-North Africa,2020,Christianity,0.6,0.4,31045366,42116605,0.12
Iraq,IRQ,Middle East-North Africa,2020,Hinduism,0,0,31045366,42116605,0.12
Iraq,IRQ,Middle East-North Africa,2020,Islam,99.2,99.5,31045366,42116605,0.12
Iraq,IRQ,Middle East-North Africa,2020,Other Religions,0.1,0.1,31045366,42116605,0.12
Iraq,IRQ,Middle East-North Africa,2020,Unaffiliated,0,0,31045366,42116605,0.12
Ireland,IRL,Europe,2020,Buddhism,0.2,0.2,4559080,4982607,3.68
Ireland,IRL,Europe,2020,Christianity,91.9,81.2,4559080,4982607,3.68
Ireland,IRL,Europe,2020,Hinduism,0.2,0.7,4559080,4982607,3.68
Ireland,IRL,Europe,2020,Islam,1.1,1.7,4559080,4982607,3.68
Ireland,IRL,Europe,2020,Judaism,0,0.1,4559080,4982607,3.68
Ireland,IRL,Europe,2020,Other Religions,0.4,0.5,4559080,4982607,3.68
Ireland,IRL,Europe,2020,Unaffiliated,6.1,15.6,4559080,4982607,3.68
Israel,ISR,Middle East-North Africa,2020,Buddhism,0.1,0,7336735,8800376,4.46
Israel,ISR,Middle East-North Africa,2020,Christianity,2,1.9,7336735,8800376,4.46
Israel,ISR,Middle East-North Africa,2020,Hinduism,0.2,0.2,7336735,8800376,4.46
Israel,ISR,Middle East-North Africa,2020,Islam,13.9,14.7,7336735,8800376,4.46
Israel,ISR,Middle East-North Africa,2020,Judaism,78.5,77,7336735,8800376,4.46
Israel,ISR,Middle East-North Africa,2020,Other Religions,1.9,1.8,7336735,8800376,4.46
Israel,ISR,Middle East-North Africa,2020,Unaffiliated,3.6,4.4,7336735,8800376,4.46
Italy,ITA,Europe,2020,Buddhism,0.4,0.6,60164213,59912769,3.88
Italy,ITA,Europe,2020,Christianity,88.5,80.5,60164213,59912769,3.88
Italy,ITA,Europe,2020,Hinduism,0.3,0.4,60164213,59912769,3.88
Italy,ITA,Europe,2020,Islam,3.4,4.4,60164213,59912769,3.88
Italy,ITA,Europe,2020,Judaism,0.1,0.1,60164213,59912769,3.88
Italy,ITA,Europe,2020,Other Religions,0.6,0.7,60164213,59912769,3.88
Italy,ITA,Europe,2020,Unaffiliated,6.7,13.3,60164213,59912769,3.88
Ivory Coast,CIV,Sub-Saharan Africa,2020,Christianity,40.8,44.9,22488065,28915450,6.76
Ivory Coast,CIV,Sub-Saharan Africa,2020,Islam,43.7,46.3,22488065,28915450,6.76
Ivory Coast,CIV,Sub-Saharan Africa,2020,Other Religions,5.5,3.2,22488065,28915450,6.76
Ivory Coast,CIV,Sub-Saharan Africa,2020,Unaffiliated,10,5.6,22488065,28915450,6.76
Jamaica,JAM,Latin America-Caribbean,2020,Buddhism,0,0,2748568,2830739,5.45
Jamaica,JAM,Latin America-Caribbean,2020,Christianity,70.4,68.6,2748568,2830739,5.45
Jamaica,JAM,Latin America-Caribbean,2020,Hinduism,0,0,2748568,2830739,5.45
Jamaica,JAM,Latin America-Caribbean,2020,Islam,0,0,2748568,2830739,5.45
Jamaica,JAM,Latin America-Caribbean,2020,Judaism,0,0,2748568,2830739,5.45
Jamaica,JAM,Latin America-Caribbean,2020,Other Religions,7.6,7.6,2748568,2830739,5.45
Jamaica,JAM,Latin America-Caribbean,2020,Unaffiliated,21.8,23.7,2748568,2830739,5.45
Japan,JPN,Asia-Pacific,2020,Buddhism,41.8,37.2,128185275,126304543,6.18
Japan,JPN,Asia-Pacific,2020,Christianity,2.2,2.2,128185275,126304543,6.18
Japan,JPN,Asia-Pacific,2020,Hinduism,0,0,128185275,126304543,6.18
Japan,JPN,Asia-Pacific,2020,Islam,0.2,0.2,128185275,126304543,6.18
Japan,JPN,Asia-Pacific,2020,Judaism,0,0,128185275,126304543,6.18
Japan,JPN,Asia-Pacific,2020,Other Religions,3.6,2.9,128185275,126304543,6.18
Japan,JPN,Asia-Pacific,2020,Unaffiliated,52.2,57.5,128185275,126304543,6.18
Jordan,JOR,Middle East-North Africa,2020,Buddhism,0,0,7297044,10865228,0.66
Jordan,JOR,Middle East-North Africa,2020,Christianity,3.4,2.8,7297044,10865228,0.66
Jordan,JOR,Middle East-North Africa,2020,Hinduism,0.1,0,7297044,10865228,0.66
Jordan,JOR,Middle East-North Africa,2020,Islam,96.5,97.1,7297044,10865228,0.66
Jordan,JOR,Middle East-North Africa,2020,Other Religions,0,0,7297044,10865228,0.66
Jordan,JOR,Middle East-North Africa,2020,Unaffiliated,0.1,0,7297044,10865228,0.66
Kazakhstan,KAZ,Asia-Pacific,2020,Buddhism,0.1,0.1,16836811,19482117,4.14
Kazakhstan,KAZ,Asia-Pacific,2020,Christianity,27.3,19.3,16836811,19482117,4.14
Kazakhstan,KAZ,Asia-Pacific,2020,Islam,69.7,77.9,16836811,19482117,4.14
Kazakhstan,KAZ,Asia-Pacific,2020,Judaism,0,0,16836811,19482117,4.14
Kazakhstan,KAZ,Asia-Pacific,2020,Other Religions,0,0.1,16836811,19482117,4.14
Kazakhstan,KAZ,Asia-Pacific,2020,Unaffiliated,2.9,2.5,16836811,19482117,4.14
Kenya,KEN,Sub-Saharan Africa,2020,Buddhism,0,0,41598567,52217334,2.96
Kenya,KEN,Sub-Saharan Africa,2020,Christianity,83.1,85.7,41598567,52217334,2.96
Kenya,KEN,Sub-Saharan Africa,2020,Hinduism,0.1,0.1,41598567,52217334,2.96
Kenya,KEN,Sub-Saharan Africa,2020,Islam,11.2,10.9,41598567,52217334,2.96
Kenya,KEN,Sub-Saharan Africa,2020,Judaism,0,0,41598567,52217334,2.96
