pl_name,hostname,discoverymethod,disc_year,pl_rade,pl_bmasse,pl_orbper,st_teff,ra,dec,planet_type
Kepler-1641 c,Kepler-1641,Transit,2016,3.73,,32.657035,6486,296.359456,41.5745321,Neptune-like
Kepler-1641 c,Kepler-1641,Transit,2016,3.78,,32.657212,6486,296.359456,41.5745321,Neptune-like
Kepler-1641 c,Kepler-1641,Transit,2016,2.673,,,6484,296.359456,41.5745321,Neptune-like
Kepler-1642 b,Kepler-1642,Transit,2016,2.77,,,5255,297.2121215,43.643789,Neptune-like
Kepler-1642 b,Kepler-1642,Transit,2016,3.2,,12.2057513,5355,297.2121215,43.643789,Neptune-like
Kepler-1642 b,Kepler-1642,Transit,2016,5.41,,12.2064304,5254,297.2121215,43.643789,Jupiter-like
Kepler-1642 b,Kepler-1642,Transit,2016,5.83,,12.2057513,5254,297.2121215,43.643789,Jupiter-like
Kepler-1642 b,Kepler-1642,Transit,2016,5.83,,12.2057513,5254,297.2121215,43.643789,Jupiter-like
Kepler-1642 c,Kepler-1642,Transit,2016,4.87,,6.6513802,5254,297.2121215,43.643789,Jupiter-like
Kepler-1642 c,Kepler-1642,Transit,2016,4.81,,6.6513189,5254,297.2121215,43.643789,Jupiter-like
Kepler-1642 c,Kepler-1642,Transit,2016,2.66,,6.6513802,5355,297.2121215,43.643789,Neptune-like
Kepler-1642 c,Kepler-1642,Transit,2016,4.87,,6.6513802,5254,297.2121215,43.643789,Jupiter-like
Kepler-1642 c,Kepler-1642,Transit,2016,2.464,,,5255,297.2121215,43.643789,Neptune-like
Kepler-608 b,Kepler-608,Transit,2016,3.629,,,6030,293.882901,44.6380717,Neptune-like
Kepler-608 b,Kepler-608,Transit,2016,4.03,,6.412515037,6026,293.882901,44.6380717,Jupiter-like
Kepler-608 b,Kepler-608,Transit,2016,4,,6.41246,5993,293.882901,44.6380717,Jupiter-like
Kepler-608 b,Kepler-608,Transit,2016,4.03,,6.412515037,6026,293.882901,44.6380717,Jupiter-like
Kepler-608 b,Kepler-608,Transit,2016,3.89,,6.412512953,6026,293.882901,44.6380717,Neptune-like
Kepler-608 b,Kepler-608,Transit,2016,3.64,,6.412515037,5820,293.882901,44.6380717,Neptune-like
Kepler-608 b,Kepler-608,Transit,2016,4.03,,6.412515037,6026,293.882901,44.6380717,Jupiter-like
Kepler-719 b,Kepler-719,Transit,2016,14.821,,,5853,295.5360628,43.8844116,Jupiter-like
Kepler-719 b,Kepler-719,Transit,2016,7.4,,5.007312,5878,295.5360628,43.8844116,Jupiter-like
Kepler-719 b,Kepler-719,Transit,2016,7.3,,5.007317779,5861,295.5360628,43.8844116,Jupiter-like
Kepler-719 b,Kepler-719,Transit,2016,7.3,,5.007317779,5861,295.5360628,43.8844116,Jupiter-like
Kepler-719 b,Kepler-719,Transit,2016,6.96,,5.007316661,5865,295.5360628,43.8844116,Jupiter-like
Kepler-719 b,Kepler-719,Transit,2016,7.3,,5.007317779,5861,295.5360628,43.8844116,Jupiter-like
Kepler-719 b,Kepler-719,Transit,2016,8.52,,5.007317779,5777,295.5360628,43.8844116,Jupiter-like
Kepler-559 b,Kepler-559,Transit,2016,4.17,,17.58752333,5602,296.6368878,43.8027948,Jupiter-like
Kepler-559 b,Kepler-559,Transit,2016,3.43,,,5433,296.6368878,43.8027948,Neptune-like
Kepler-559 b,Kepler-559,Transit,2016,4.17,,17.58752333,5602,296.6368878,43.8027948,Jupiter-like
Kepler-559 b,Kepler-559,Transit,2016,3.7,,17.587568,5517,296.6368878,43.8027948,Neptune-like
Kepler-559 b,Kepler-559,Transit,2016,3.61,,17.58752333,5630,296.6368878,43.8027948,Neptune-like
Kepler-559 b,Kepler-559,Transit,2016,4.03,,17.58751692,5433,296.6368878,43.8027948,Jupiter-like
Kepler-559 b,Kepler-559,Transit,2016,4.17,,17.58752333,5602,296.6368878,43.8027948,Jupiter-like
Kepler-645 b,Kepler-645,Transit,2016,2.638,,3.275822621,6192,290.3227098,44.0358625,Neptune-like
Kepler-645 b,Kepler-645,Transit,2016,2.28,,3.275783,6464,290.3227098,44.0358625,Neptune-like
Kepler-645 b,Kepler-645,Transit,2016,2.1,,3.275822621,6170,290.3227098,44.0358625,Neptune-like
Kepler-645 b,Kepler-645,Transit,2016,2.18,,3.275822621,6449,290.3227098,44.0358625,Neptune-like
Kepler-645 b,Kepler-645,Transit,2016,2.828,,,6192,290.3227098,44.0358625,Neptune-like
Kepler-645 b,Kepler-645,Transit,2016,2.18,,3.275822621,6449,290.3227098,44.0358625,Neptune-like
Kepler-645 b,Kepler-645,Transit,2016,3.54,,3.275821982,6185,290.3227098,44.0358625,Neptune-like
Kepler-645 b,Kepler-645,Transit,2016,2.18,,3.275822621,6449,290.3227098,44.0358625,Neptune-like
Kepler-720 b,Kepler-720,Transit,2016,8.41,,4.708326542,5618,298.6356478,44.1709388,Jupiter-like
Kepler-720 b,Kepler-720,Transit,2016,11.1,,4.708326542,5560,298.6356478,44.1709388,Jupiter-like
Kepler-720 b,Kepler-720,Transit,2016,15.27978692,,4.70824138736,5490,298.6356478,44.1709388,Jupiter-like
Kepler-720 b,Kepler-720,Transit,2016,8.5,,4.708327,5475,298.6356478,44.1709388,Jupiter-like
Kepler-720 b,Kepler-720,Transit,2016,10.6,,4.708326451,5560,298.6356478,44.1709388,Jupiter-like
Kepler-720 b,Kepler-720,Transit,2016,11.1,,4.708326542,5560,298.6356478,44.1709388,Jupiter-like
Kepler-720 b,Kepler-720,Transit,2016,11.1,,4.708326542,5560,298.6356478,44.1709388,Jupiter-like
Kepler-720 b,Kepler-720,Transit,2016,10.004,,,5559,298.6356478,44.1709388,Jupiter-like
Kepler-547 b,Kepler-547,Transit,2016,3.8,,6.010383339,4882,286.1185888,44.3452063,Neptune-like
Kepler-547 b,Kepler-547,Transit,2016,4.02,,6.010384289,4882,286.1185888,44.3452063,Jupiter-like
Kepler-547 b,Kepler-547,Transit,2016,3.65,,6.0103736,4860,286.1185888,44.3452063,Neptune-like
Kepler-547 b,Kepler-547,Transit,2016,4.02,,6.010384289,4882,286.1185888,44.3452063,Jupiter-like
Kepler-547 b,Kepler-547,Transit,2016,4,,6.010384289,4828,286.1185888,44.3452063,Jupiter-like
Kepler-547 b,Kepler-547,Transit,2016,4.02,,6.010384289,4882,286.1185888,44.3452063,Jupiter-like
Kepler-547 b,Kepler-547,Transit,2016,3.92,,,4878,286.1185888,44.3452063,Neptune-like
Kepler-646 b,Kepler-646,Transit,2016,1.795,,15.87364565,5334,290.4714596,44.3870422,Neptune-like
Kepler-646 b,Kepler-646,Transit,2016,1.96,,15.87369,5438,290.4714596,44.3870422,Neptune-like
Kepler-646 b,Kepler-646,Transit,2016,1.99,,15.87364565,5634,290.4714596,44.3870422,Neptune-like
Kepler-646 b,Kepler-646,Transit,2016,1.61,,15.87364565,5654,290.4714596,44.3870422,Neptune-like
Kepler-646 b,Kepler-646,Transit,2016,1.61,,15.87364565,5654,290.4714596,44.3870422,Neptune-like
Kepler-646 b,Kepler-646,Transit,2016,1.53,,15.87360981,5656,290.4714596,44.3870422,Neptune-like
Kepler-646 b,Kepler-646,Transit,2016,1.726,,,5334,290.4714596,44.3870422,Neptune-like
Kepler-646 b,Kepler-646,Transit,2016,1.61,,15.87364565,5654,290.4714596,44.3870422,Neptune-like
Kepler-606 b,Kepler-606,Transit,2016,2.78,,24.31575992,6241,292.42737,44.3812406,Neptune-like
Kepler-606 b,Kepler-606,Transit,2016,2.78,,24.31575992,6241,292.42737,44.3812406,Neptune-like
Kepler-606 b,Kepler-606,Transit,2016,2.6,,24.31587,6230,292.42737,44.3812406,Neptune-like
Kepler-606 b,Kepler-606,Transit,2016,2.78,,24.31575992,6241,292.42737,44.3812406,Neptune-like
Kepler-606 b,Kepler-606,Transit,2016,3.31,,24.31575992,6161,292.42737,44.3812406,Neptune-like
Kepler-606 b,Kepler-606,Transit,2016,2.8,,24.31574009,6242,292.42737,44.3812406,Neptune-like
Kepler-606 b,Kepler-606,Transit,2016,3.3,,,6244,292.42737,44.3812406,Neptune-like
Kepler-721 b,Kepler-721,Transit,2016,2.836,,,5201,284.4305132,44.4803776,Neptune-like
Kepler-721 b,Kepler-721,Transit,2016,2.76,,5.392025388,5192,284.4305132,44.4803776,Neptune-like
Kepler-721 b,Kepler-721,Transit,2016,2.64,,5.392025388,5075,284.4305132,44.4803776,Neptune-like
Kepler-721 b,Kepler-721,Transit,2016,2.67,,5.392066,5110,284.4305132,44.4803776,Neptune-like
Kepler-721 b,Kepler-721,Transit,2016,2.76,,5.392025388,5192,284.4305132,44.4803776,Neptune-like
Kepler-721 b,Kepler-721,Transit,2016,2.68,,5.392026903,5198,284.4305132,44.4803776,Neptune-like
Kepler-716 b,Kepler-716,Transit,2016,2.712,,10.37168453,5064,290.3931809,43.3638577,Neptune-like
Kepler-716 b,Kepler-716,Transit,2016,2.6,,10.371721,5166,290.3931809,43.3638577,Neptune-like
Kepler-716 b,Kepler-716,Transit,2016,2.9,,10.37168453,5099,290.3931809,43.3638577,Neptune-like
Kepler-716 b,Kepler-716,Transit,2016,2.79,,10.37168453,5174,290.3931809,43.3638577,Neptune-like
Kepler-716 b,Kepler-716,Transit,2016,2.671,,,5064,290.3931809,43.3638577,Neptune-like
Kepler-716 b,Kepler-716,Transit,2016,2.79,,10.37168453,5174,290.3931809,43.3638577,Neptune-like
Kepler-717 b,Kepler-717,Transit,2016,5.733,,,6007,292.9655071,43.346345,Jupiter-like
Kepler-717 b,Kepler-717,Transit,2016,2.73,,4.40840023,6007,292.9655071,43.346345,Neptune-like
Kepler-717 b,Kepler-717,Transit,2016,2.73,,4.40840023,6007,292.9655071,43.346345,Neptune-like
Kepler-717 b,Kepler-717,Transit,2016,2.66,,4.40841331,6007,292.9655071,43.346345,Neptune-like
Kepler-717 b,Kepler-717,Transit,2016,2.42,,4.40840023,5485,292.9655071,43.346345,Neptune-like
Kepler-717 b,Kepler-717,Transit,2016,2.73,,4.40840023,6007,292.9655071,43.346345,Neptune-like
Kepler-717 b,Kepler-717,Transit,2016,2.3,,4.408468,6018,292.9655071,43.346345,Neptune-like
Kepler-644 b,Kepler-644,Transit,2016,2.95,,3.173917103,6440,295.4757022,43.4931119,Neptune-like
Kepler-644 b,Kepler-644,Transit,2016,2.95,,3.173917103,6440,295.4757022,43.4931119,Neptune-like
Kepler-644 b,Kepler-644,Transit,2016,3.444,,,6540,295.4757022,43.4931119,Neptune-like
Kepler-644 b,Kepler-644,Transit,2016,3.073,,3.173917103,6540,295.4757022,43.4931119,Neptune-like
Kepler-644 b,Kepler-644,Transit,2016,3.07,,3.173914037,6432,295.4757022,43.4931119,Neptune-like
Kepler-644 b,Kepler-644,Transit,2016,2.8,,3.173905,6344,295.4757022,43.4931119,Neptune-like
Kepler-644 b,Kepler-644,Transit,2016,2.95,,3.173917103,6440,295.4757022,43.4931119,Neptune-like
Kepler-644 b,Kepler-644,Transit,2016,3.15,,3.173917103,6747,295.4757022,43.4931119,Neptune-like
Kepler-1636 b,Kepler-1636,Transit,2016,3.23,,425.47785,5797,294.0575681,46.4409844,Neptune-like
Kepler-1636 b,Kepler-1636,Transit,2016,3.2,,425.483539,5977,294.0575681,46.4409844,Neptune-like
Kepler-1636 b,Kepler-1636,Transit,2016,4.065,,,5726,294.0575681,46.4409844,Jupiter-like
Kepler-1636 b,Kepler-1636,Transit,2016,3.22,,425.47785,5977,294.0575681,46.4409844,Neptune-like
Kepler-1636 b,Kepler-1636,Transit,2016,3.893,,425.47785,5726,294.0575681,46.4409844,Neptune-like
Kepler-1636 b,Kepler-1636,Transit,2016,3.22,,425.47785,5977,294.0575681,46.4409844,Neptune-like
Kepler-718 b,Kepler-718,Transit,2016,13.38,,2.052349905,6015,299.5618676,43.5035173,Jupiter-like
Kepler-718 b,Kepler-718,Transit,2016,11.5,,2.05234974,5875,299.5618676,43.5035173,Jupiter-like
Kepler-718 b,Kepler-718,Transit,2016,22.51056206,,2.05234165653,5767,299.5618676,43.5035173,Jupiter-like
Kepler-718 b,Kepler-718,Transit,2016,13.12,,2.052349884,5855,299.5618676,43.5035173,Jupiter-like
Kepler-718 b,Kepler-718,Transit,2016,13.38,,2.052349905,6015,299.5618676,43.5035173,Jupiter-like
Kepler-718 b,Kepler-718,Transit,2016,13.87,,,5852,299.5618676,43.5035173,Jupiter-like
Kepler-718 b,Kepler-718,Transit,2016,16.56,,2.052349905,6191,299.5618676,43.5035173,Jupiter-like
Kepler-718 b,Kepler-718,Transit,2016,13.38,,2.052349905,6015,299.5618676,43.5035173,Jupiter-like
Kepler-1637 b,Kepler-1637,Transit,2016,0.89,,6.10960324,5789,282.2368006,48.1542016,Earth-like
Kepler-1637 b,Kepler-1637,Transit,2016,0.84,,6.10960324,6024,282.2368006,48.1542016,Earth-like
Kepler-1637 b,Kepler-1637,Transit,2016,0.79,,6.10968225,6024,282.2368006,48.1542016,Earth-like
Kepler-1637 b,Kepler-1637,Transit,2016,0.84,,6.10960324,6024,282.2368006,48.1542016,Earth-like
Kepler-585 b,Kepler-585,Transit,2016,2.54,,2.752359689,5461,286.5284924,43.8733751,Neptune-like
Kepler-585 b,Kepler-585,Transit,2016,3.64,,2.752359753,5749,286.5284924,43.8733751,Neptune-like
Kepler-585 b,Kepler-585,Transit,2016,2.555,,,5542,286.5284924,43.8733751,Neptune-like
Kepler-585 b,Kepler-585,Transit,2016,3.64,,2.752359753,5749,286.5284924,43.8733751,Neptune-like
Kepler-585 b,Kepler-585,Transit,2016,2.83,,2.752359753,5593,286.5284924,43.8733751,Neptune-like
Kepler-585 b,Kepler-585,Transit,2016,3.4,,2.7523623,5669,286.5284924,43.8733751,Neptune-like
Kepler-585 b,Kepler-585,Transit,2016,2.766,,2.752359753,5542,286.5284924,43.8733751,Neptune-like
Kepler-585 b,Kepler-585,Transit,2016,3.64,,2.752359753,5749,286.5284924,43.8733751,Neptune-like
Kepler-1638 b,Kepler-1638,Transit,2016,1.87,,259.33683,5710,295.4823299,48.5244695,Neptune-like
Kepler-1638 b,Kepler-1638,Transit,2016,1.6,,259.365,5906,295.4823299,48.5244695,Neptune-like
Kepler-1638 b,Kepler-1638,Transit,2016,6.04,,259.34304,5490,295.4823299,48.5244695,Jupiter-like
Kepler-1638 b,Kepler-1638,Transit,2016,3.226,,,5488,295.4823299,48.5244695,Neptune-like
Kepler-1638 b,Kepler-1638,Transit,2016,1.7,,259.33683,5906,295.4823299,48.5244695,Neptune-like
Kepler-1638 b,Kepler-1638,Transit,2016,1.7,,259.33683,5906,295.4823299,48.5244695,Neptune-like
Kepler-1639 b,Kepler-1639,Transit,2016,2.5,,9.878482,6495,283.068651,48.8021209,Neptune-like
Kepler-1639 b,Kepler-1639,Transit,2016,2.64,,9.8788502,6477,283.068651,48.8021209,Neptune-like
Kepler-1639 b,Kepler-1639,Transit,2016,2.333,,,6480,283.068651,48.8021209,Neptune-like
Kepler-1639 b,Kepler-1639,Transit,2016,2.58,,9.878482,6150,283.068651,48.8021209,Neptune-like
Kepler-1639 b,Kepler-1639,Transit,2016,2.5,,9.878482,6495,283.068651,48.8021209,Neptune-like
Kepler-472 b,Kepler-472,Transit,2016,3.03,,4.1762599,4955,296.5245187,39.2498503,Neptune-like
Kepler-472 b,Kepler-472,Transit,2016,3.18,,4.176255514,4932,296.5245187,39.2498503,Neptune-like
Kepler-472 b,Kepler-472,Transit,2016,3.22,,4.176255514,4911,296.5245187,39.2498503,Neptune-like
Kepler-472 b,Kepler-472,Transit,2016,3.22,,4.176255514,4996,296.5245187,39.2498503,Neptune-like
Kepler-472 b,Kepler-472,Transit,2016,3.22,,4.176255514,4911,296.5245187,39.2498503,Neptune-like
Kepler-472 b,Kepler-472,Transit,2016,3.094,,,4932,296.5245187,39.2498503,Neptune-like
Kepler-713 b,Kepler-713,Transit,2016,2.947,,,5845,295.6513819,43.0297781,Neptune-like
Kepler-713 b,Kepler-713,Transit,2016,2.5,,7.411138,5803,295.6513819,43.0297781,Neptune-like
Kepler-713 b,Kepler-713,Transit,2016,2.45,,7.41113177,5849,295.6513819,43.0297781,Neptune-like
Kepler-713 b,Kepler-713,Transit,2016,2.48,,7.411141,5785,295.6513819,43.0297781,Neptune-like
Kepler-713 b,Kepler-713,Transit,2016,2.33,,7.411141,5849,295.6513819,43.0297781,Neptune-like
Kepler-713 b,Kepler-713,Transit,2016,2.33,,7.411141,5849,295.6513819,43.0297781,Neptune-like
Kepler-713 b,Kepler-713,Transit,2016,2.33,,7.411141,5849,295.6513819,43.0297781,Neptune-like
Kepler-714 b,Kepler-714,Transit,2016,9.19,,8.098887986,6167,282.6994685,43.2727437,Jupiter-like
Kepler-714 b,Kepler-714,Transit,2016,8.2,,8.0988814,6171,282.6994685,43.2727437,Jupiter-like
Kepler-714 b,Kepler-714,Transit,2016,9.19,,8.098887986,6167,282.6994685,43.2727437,Jupiter-like
Kepler-714 b,Kepler-714,Transit,2016,13.16,,,6217,282.6994685,43.2727437,Jupiter-like
Kepler-714 b,Kepler-714,Transit,2016,9.19,,8.098887986,6167,282.6994685,43.2727437,Jupiter-like
Kepler-714 b,Kepler-714,Transit,2016,8.95,,8.09888906,6214,282.6994685,43.2727437,Jupiter-like
Kepler-714 b,Kepler-714,Transit,2016,9.67,,8.098887986,5995,282.6994685,43.2727437,Jupiter-like
Kepler-1633 b,Kepler-1633,Transit,2016,2.621,,,5875,288.5151733,44.9232545,Neptune-like
Kepler-1633 b,Kepler-1633,Transit,2016,1.58,,186.404271,6256,288.5151733,44.9232545,Neptune-like
Kepler-1633 b,Kepler-1633,Transit,2016,6.71,,62.134919,5889,288.5151733,44.9232545,Jupiter-like
Kepler-1633 b,Kepler-1633,Transit,2016,1.06,,186.404271,6351,288.5151733,44.9232545,Earth-like
Kepler-1633 b,Kepler-1633,Transit,2016,1.06,,186.404271,6351,288.5151733,44.9232545,Earth-like
Kepler-605 b,Kepler-605,Transit,2016,1.46,,,5350,287.2954015,43.2798677,Earth-like
Kepler-605 b,Kepler-605,Transit,2016,1.39,,3.383536,5390,287.2954015,43.2798677,Earth-like
Kepler-605 b,Kepler-605,Transit,2016,1.399,,3.383538066,5350,287.2954015,43.2798677,Earth-like
Kepler-605 b,Kepler-605,Transit,2016,1.33,,3.383538066,5438,287.2954015,43.2798677,Earth-like
Kepler-605 b,Kepler-605,Transit,2016,1.44,,3.383538066,5462,287.2954015,43.2798677,Earth-like
Kepler-605 b,Kepler-605,Transit,2016,1.33,,3.383538066,5438,287.2954015,43.2798677,Earth-like
Kepler-605 b,Kepler-605,Transit,2016,1.65,,3.383540239,5300,287.2954015,43.2798677,Neptune-like
Kepler-605 b,Kepler-605,Transit,2016,1.33,,3.383538066,5438,287.2954015,43.2798677,Earth-like
Kepler-1634 b,Kepler-1634,Transit,2016,4.92,,374.876239,5636,294.043399,45.1398201,Jupiter-like
Kepler-1634 b,Kepler-1634,Transit,2016,3.19,,374.876239,5474,294.043399,45.1398201,Neptune-like
Kepler-1634 b,Kepler-1634,Transit,2016,4.92,,374.876239,5636,294.043399,45.1398201,Jupiter-like
Kepler-1634 b,Kepler-1634,Transit,2016,4.27,,374.878133,5636,294.043399,45.1398201,Jupiter-like
Kepler-1634 b,Kepler-1634,Transit,2016,2.568,,,5637,294.043399,45.1398201,Neptune-like
Kepler-1635 b,Kepler-1635,Transit,2016,3.28,,469.63111,5484,285.3490542,45.5561768,Neptune-like
Kepler-1635 b,Kepler-1635,Transit,2016,3.28,,469.63111,5484,285.3490542,45.5561768,Neptune-like
Kepler-1635 b,Kepler-1635,Transit,2016,3.556,,469.63111,5240,285.3490542,45.5561768,Neptune-like
Kepler-1635 b,Kepler-1635,Transit,2016,3.24,,469.61309,5474,285.3490542,45.5561768,Neptune-like
Kepler-1635 b,Kepler-1635,Transit,2016,3.64,,469.63111,5347,285.3490542,45.5561768,Neptune-like
Kepler-1635 b,Kepler-1635,Transit,2016,3.662,,,5240,285.3490542,45.5561768,Neptune-like
Kepler-715 b,Kepler-715,Transit,2016,3.995,,,6074,283.6307971,43.3793638,Neptune-like
Kepler-715 b,Kepler-715,Transit,2016,3.57,,10.00652995,6063,283.6307971,43.3793638,Neptune-like
Kepler-715 b,Kepler-715,Transit,2016,3.52,,10.00653012,6063,283.6307971,43.3793638,Neptune-like
Kepler-715 b,Kepler-715,Transit,2016,3.57,,10.00652995,6063,283.6307971,43.3793638,Neptune-like
Kepler-715 b,Kepler-715,Transit,2016,3.57,,10.00652995,6063,283.6307971,43.3793638,Neptune-like
Kepler-715 b,Kepler-715,Transit,2016,3.1,,10.006563,6040,283.6307971,43.3793638,Neptune-like
Kepler-715 b,Kepler-715,Transit,2016,3.75,,10.00652995,5871,283.6307971,43.3793638,Neptune-like
Kepler-716 b,Kepler-716,Transit,2016,3.2,,10.37168928,5121,290.3931809,43.3638577,Neptune-like
Kepler-716 b,Kepler-716,Transit,2016,2.79,,10.37168453,5174,290.3931809,43.3638577,Neptune-like
Kepler-643 b,Kepler-643,Transit,2016,10.99,,16.33889626,4883,290.3272423,42.8982283,Jupiter-like
Kepler-643 b,Kepler-643,Transit,2016,12.7,,16.338952,4864,290.3272423,42.8982283,Jupiter-like
Kepler-643 b,Kepler-643,Transit,2016,12.77826,321.0083,,,290.3272423,42.8982283,Jupiter-like
Kepler-643 b,Kepler-643,Transit,2016,10.47,,16.33888067,4877,290.3272423,42.8982283,Jupiter-like
Kepler-643 b,Kepler-643,Transit,2016,10.31,,16.33889626,4933,290.3272423,42.8982283,Jupiter-like
Kepler-643 b,Kepler-643,Transit,2016,10.16,,16.33889626,4908,290.3272423,42.8982283,Jupiter-like
Kepler-643 b,Kepler-643,Transit,2016,10.99,,16.33889626,4883,290.3272423,42.8982283,Jupiter-like
Kepler-643 b,Kepler-643,Transit,2016,10.424,,,4933,290.3272423,42.8982283,Jupiter-like
Kepler-643 b,Kepler-643,Transit,2016,10.99,,16.33889626,4883,290.3272423,42.8982283,Jupiter-like
Kepler-711 b,Kepler-711,Transit,2016,3.427,,,4906,297.4600468,42.8398172,Neptune-like
Kepler-711 b,Kepler-711,Transit,2016,3.41,,23.58914398,5222,297.4600468,42.8398172,Neptune-like
Kepler-711 b,Kepler-711,Transit,2016,3.07,,23.58914398,4919,297.4600468,42.8398172,Neptune-like
Kepler-711 b,Kepler-711,Transit,2016,3.07,,23.58914398,4919,297.4600468,42.8398172,Neptune-like
Kepler-711 b,Kepler-711,Transit,2016,3.07,,23.58914398,4919,297.4600468,42.8398172,Neptune-like
Kepler-711 b,Kepler-711,Transit,2016,3,,23.58906,4922,297.4600468,42.8398172,Neptune-like
Kepler-711 b,Kepler-711,Transit,2016,3.16,,23.58917143,4919,297.4600468,42.8398172,Neptune-like
Kepler-712 b,Kepler-712,Transit,2016,3.07,,21.02250608,5067,294.9096739,42.9351987,Neptune-like
Kepler-712 b,Kepler-712,Transit,2016,3.31,,21.02236,5207,294.9096739,42.9351987,Neptune-like
Kepler-712 b,Kepler-712,Transit,2016,3.082,,,4927,294.9096739,42.9351987,Neptune-like
Kepler-712 b,Kepler-712,Transit,2016,3.12,,21.02247699,5330,294.9096739,42.9351987,Neptune-like
Kepler-712 b,Kepler-712,Transit,2016,3.41,,21.02247699,5148,294.9096739,42.9351987,Neptune-like
Kepler-712 b,Kepler-712,Transit,2016,3.12,,21.02247699,5330,294.9096739,42.9351987,Neptune-like
Kepler-712 b,Kepler-712,Transit,2016,3.209,,21.02247699,4927,294.9096739,42.9351987,Neptune-like
Kepler-712 b,Kepler-712,Transit,2016,3.12,,21.02247699,5330,294.9096739,42.9351987,Neptune-like
Kepler-1628 b,Kepler-1628,Transit,2016,6.43,,76.378033,3724,281.6336936,43.4115547,Jupiter-like
Kepler-1628 b,Kepler-1628,Transit,2016,7.24,,76.378033,3877,281.6336936,43.4115547,Jupiter-like
Kepler-1628 b,Kepler-1628,Transit,2016,7.24,,76.378033,3877,281.6336936,43.4115547,Jupiter-like
Kepler-1628 b,Kepler-1628,Transit,2016,6.28,,76.377855,3869,281.6336936,43.4115547,Jupiter-like
Kepler-1630 b,Kepler-1630,Transit,2016,2.62,,509.997402,5037,297.5083004,43.7110543,Neptune-like
Kepler-1630 b,Kepler-1630,Transit,2016,2.19,,509.997402,4736,297.5083004,43.7110543,Neptune-like
Kepler-1630 b,Kepler-1630,Transit,2016,2.62,,509.997402,5037,297.5083004,43.7110543,Neptune-like
Kepler-1631 b,Kepler-1631,Transit,2016,1.897,,,5870,294.6325781,43.8076687,Neptune-like
Kepler-1631 b,Kepler-1631,Transit,2016,1.39,,4.09513932,5858,294.6325781,43.8076687,Earth-like
Kepler-1631 b,Kepler-1631,Transit,2016,1.39,,4.09513932,5858,294.6325781,43.8076687,Earth-like
Kepler-1631 b,Kepler-1631,Transit,2016,1.75,,4.09513876,5858,294.6325781,43.8076687,Neptune-like
Kepler-1631 b,Kepler-1631,Transit,2016,1.35,,4.09513932,5679,294.6325781,43.8076687,Earth-like
Kepler-1632 b,Kepler-1632,Transit,2016,1.66,,448.303558,6070,294.4948769,43.9135575,Neptune-like
Kepler-1632 b,Kepler-1632,Transit,2016,2.829,,,6071,294.4948769,43.9135575,Neptune-like
Kepler-1632 b,Kepler-1632,Transit,2016,2.47,,448.303558,6137,294.4948769,43.9135575,Neptune-like
Kepler-1632 b,Kepler-1632,Transit,2016,1.66,,448.303558,6070,294.4948769,43.9135575,Neptune-like
Kepler-1632 b,Kepler-1632,Transit,2016,2.41,,224.150923,6072,294.4948769,43.9135575,Neptune-like
Kepler-472 b,Kepler-472,Transit,2016,3.07,,4.176254191,4957,296.5245187,39.2498503,Neptune-like
Kepler-472 b,Kepler-472,Transit,2016,3.22,,4.176255514,4911,296.5245187,39.2498503,Neptune-like
Kepler-1625 b,Kepler-1625,Transit,2016,5.4,,287.378949,5645,295.429322,39.8865068,Jupiter-like
Kepler-584 b,Kepler-584,Transit,2016,4,,35.18112,6491,288.230615,42.4136181,Jupiter-like
Kepler-584 b,Kepler-584,Transit,2016,4.02,,35.1810304,6466,288.230615,42.4136181,Jupiter-like
Kepler-584 b,Kepler-584,Transit,2016,4.02,,35.1810304,6466,288.230615,42.4136181,Jupiter-like
Kepler-584 b,Kepler-584,Transit,2016,4.21,,35.1810304,6195,288.230615,42.4136181,Jupiter-like
Kepler-584 b,Kepler-584,Transit,2016,4.17,,35.18105723,6520,288.230615,42.4136181,Jupiter-like
Kepler-584 b,Kepler-584,Transit,2016,5.371,,,6519,288.230615,42.4136181,Jupiter-like
Kepler-584 b,Kepler-584,Transit,2016,4.02,,35.1810304,6466,288.230615,42.4136181,Jupiter-like
Kepler-641 b,Kepler-641,Transit,2016,2.961,,,5605,291.8235292,42.5161945,Neptune-like
Kepler-641 b,Kepler-641,Transit,2016,2.02,,9.48961571,5672,291.8235292,42.5161945,Neptune-like
Kepler-641 b,Kepler-641,Transit,2016,2.16,,9.48965527,5672,291.8235292,42.5161945,Neptune-like
Kepler-641 b,Kepler-641,Transit,2016,2.02,,9.48961571,5672,291.8235292,42.5161945,Neptune-like
Kepler-641 b,Kepler-641,Transit,2016,1.77,,9.489383,5754,291.8235292,42.5161945,Neptune-like
Kepler-641 b,Kepler-641,Transit,2016,1.85,,9.48961571,5713,291.8235292,42.5161945,Neptune-like
Kepler-641 b,Kepler-641,Transit,2016,2.702,,9.48961571,5605,291.8235292,42.5161945,Neptune-like
Kepler-641 b,Kepler-641,Transit,2016,2.02,,9.48961571,5672,291.8235292,42.5161945,Neptune-like
Kepler-1626 b,Kepler-1626,Transit,2016,1.599,,,6553,296.5004384,40.7212069,Neptune-like
Kepler-1626 b,Kepler-1626,Transit,2016,2.02,,4.13962966,6826,296.5004384,40.7212069,Neptune-like
