origin_airport,dest_airport,num_tickets,total_passengers,avg_fare,weighted_avg_fare,avg_distance_miles,carrier
MCI,BUR,14,14,290.87,290.87,1476.86,OO
BOS,XNA,14,14,454.99,454.99,1389.0,UA
BNA,MSY,12,14,253.64,257.12,962.0,UA
MFE,SJU,14,14,343.96,343.96,2323.0,YV
LGA,GSO,14,14,153.64,153.64,461.0,OH
BIL,DSM,14,14,258.08,258.08,1089.0,UA
SAV,SEA,14,14,411.33,411.33,2558.43,MQ
SDF,ATW,14,14,234.29,234.29,446.0,MQ
IAH,ELM,14,14,321.98,321.98,1421.57,DL
PHL,AGS,13,14,248.91,240.97,633.62,PT
OKC,MLI,14,14,250.7,250.7,841.71,MQ
FAT,FSD,14,14,355.0,355.0,1388.93,UA
OMA,EUG,13,14,382.04,371.68,1667.69,OO
ROC,GSO,14,14,197.9,197.9,985.07,DL
CLE,BNA,14,14,228.38,228.38,861.5,OH
PBI,MSY,13,14,400.67,380.3,1261.0,UA
CVG,MSY,14,14,242.47,242.47,986.0,OH
BNA,BIS,14,14,242.73,242.73,1101.64,9E
PVD,CMH,14,14,253.04,253.04,666.14,OH
TRI,BDL,14,14,273.46,273.46,763.0,AA
JFK,TPA,14,14,303.66,303.66,1189.64,9E
PVD,MSN,14,14,292.65,292.65,1104.57,DL
RKS,MAF,14,14,238.18,238.18,823.0,OO
SEA,HHH,14,14,376.48,376.48,2486.0,AA
SDF,TPA,14,14,194.19,194.19,1285.07,YX
PHL,DAY,14,14,316.14,316.14,1098.0,DL
LAS,IAD,14,14,265.11,265.11,2724.64,AS
PVD,PIT,14,14,254.8,254.8,505.0,PT
ABQ,CLE,13,14,233.3,229.99,1506.0,MQ
BZN,ILM,14,14,370.95,370.95,2097.14,AA
ROC,AVL,14,14,239.59,239.59,900.14,DL
OGG,BWI,14,14,847.71,847.71,4933.79,AA
SAT,LSE,9,14,329.83,348.68,1256.89,AA
KOA,SMF,14,14,360.2,360.2,2949.86,AS
DEN,SMF,14,14,158.2,158.2,1249.93,AA
GPT,SEA,13,14,338.92,345.43,2769.92,OH
LEX,LAX,13,14,392.91,388.35,2271.31,9E
EGE,SJC,14,14,307.45,307.45,1068.0,UA
FCA,STL,14,14,305.49,305.49,1622.57,OO
ORF,GRB,14,14,221.72,221.72,1098.79,OO
SAN,EWN,13,14,391.88,401.21,2298.0,PT
JAN,MIA,14,14,298.81,298.81,935.0,9E
BFF,PHX,12,14,244.71,223.68,752.0,OO
MKE,SAV,14,14,233.17,233.17,1011.57,OH
CVG,JAX,13,14,172.41,160.58,1042.0,9E
CAE,BUF,14,14,294.52,294.52,937.29,DL
SUX,DFW,13,14,368.47,373.79,1167.46,OO
BLI,EUG,14,14,346.82,346.82,327.0,OO
SBA,BDL,14,14,335.95,335.95,2874.79,DL
RST,TPA,12,14,199.63,192.57,1378.83,OO
ABY,SEA,13,14,431.32,427.48,2327.0,OO
CVG,BIS,14,14,271.17,271.17,1030.86,DL
HSV,ALB,13,14,246.62,237.43,981.85,9E
SGF,RAP,14,14,309.18,309.18,1201.57,MQ
FAI,KTN,8,14,327.79,301.42,1036.0,QX
TPA,MFR,14,14,237.02,237.02,2746.71,OO
MIA,PSC,14,14,347.37,347.37,2771.07,DL
PHX,IAD,14,14,212.97,212.97,2308.93,OO
SEA,BJI,14,14,348.77,348.77,1897.43,OO
BHM,RAP,14,14,284.96,284.96,1378.71,OO
ICT,DCA,14,14,257.96,257.96,1301.07,AA
MCO,LBB,14,14,368.82,368.82,1386.07,UA
ABQ,ORF,13,14,250.66,258.34,1835.08,UA
TLH,RIC,14,14,281.43,281.43,643.0,AA
STL,FLG,14,14,304.31,304.31,1385.71,AA
STL,CHO,14,14,206.39,206.39,820.0,AA
GGG,SEA,14,14,294.82,294.82,1800.0,OO
TPA,ILM,13,14,265.28,259.47,695.23,MQ
LAS,YUM,14,14,297.82,297.82,415.0,OO
STL,LAN,14,14,259.07,259.07,514.0,DL
GSO,RNO,14,14,274.22,274.22,2344.0,AA
SYR,PHX,14,14,325.43,325.43,2081.71,G7
COS,CMH,14,14,252.52,252.52,1566.21,DL
ORF,SEA,12,14,381.9,386.05,2463.0,YV
MFR,RAP,13,14,207.03,203.48,1264.0,UA
LEX,SLC,14,14,280.6,280.6,1812.14,AA
OGG,KTN,13,14,459.81,427.36,3320.0,AS
LBB,DSM,13,14,246.05,245.12,906.0,AA
BTR,ORD,14,14,211.41,211.41,1054.0,DL
HNL,CID,14,14,499.8,499.8,4288.64,AA
GRR,SJC,13,14,306.75,303.27,1963.69,UA
SHV,MSY,14,14,233.54,233.54,497.0,OO
XNA,EWR,14,14,369.03,369.03,1254.93,G7
MYR,BNA,14,14,233.5,233.5,485.0,OH
CAE,SFO,14,14,272.24,272.24,2384.57,OH
MOB,COS,14,14,291.14,291.14,1131.0,OH
GSO,ORD,14,14,186.49,186.49,631.79,UA
HPN,SAT,14,14,244.63,244.63,1689.0,AA
JAN,ORF,12,14,308.63,304.68,852.0,PT
MSP,CLE,14,14,309.32,309.32,745.93,YX
TUS,MYR,14,14,371.14,371.14,1858.0,DL
AUS,RAP,14,14,302.17,302.17,1078.71,AA
GSP,SYR,14,14,273.93,273.93,723.79,C5
IND,PSP,14,14,279.53,279.53,1944.29,DL
FLL,LBB,12,14,305.41,305.78,1401.0,MQ
SDF,DRO,14,14,326.21,326.21,1275.0,UA
DEN,EAT,13,14,150.69,153.96,1159.23,QX
TUL,ANC,13,14,603.17,579.98,3291.62,OH
TUL,LEX,14,14,270.23,270.23,1042.71,AA
AVP,STL,13,14,354.85,339.08,1069.08,OH
IDA,AUS,14,14,287.57,287.57,1274.0,DL
BGR,GSO,14,14,248.14,248.14,877.93,YX
MEM,MOT,14,14,281.68,281.68,1172.36,OO
SJU,AUS,13,14,196.57,188.96,2173.15,NK
LAS,TPA,13,14,184.54,183.21,2331.31,OO
TUL,RNO,14,14,327.44,327.44,1345.0,UA
RDU,SGU,13,14,306.07,311.96,2108.38,AA
KOA,BIL,14,14,309.29,309.29,3784.0,UA
TYS,DFW,12,14,253.51,279.44,1065.0,9E
GEG,EWR,14,14,280.28,280.28,2801.79,QX
SDF,GTF,14,14,247.57,247.57,1647.0,UA
COS,ABI,14,14,247.43,247.43,750.0,MQ
LAS,BUF,12,14,275.05,256.05,2153.0,MQ
DHN,DTW,14,14,420.79,420.79,764.0,9E
PSP,DAY,14,14,307.59,307.59,2017.86,AA
RNO,OGG,13,14,244.43,232.93,3115.77,QX
ALB,DEN,12,14,249.65,231.84,1611.0,MQ
ROA,MSY,13,14,239.77,223.04,806.0,AA
EWR,CHA,14,14,221.24,221.24,768.14,PT
AVL,LAS,14,14,394.27,394.27,2025.14,OO
CID,AUS,14,14,246.67,246.67,1362.0,UA
MOB,CMH,13,14,318.08,295.71,749.0,9E
MEM,TYS,14,14,226.43,226.43,688.0,AA
SBP,DEN,14,14,221.36,221.36,1104.36,AA
OKC,AZO,14,14,320.37,320.37,895.71,MQ
OMA,CLT,13,14,264.08,263.91,1062.69,MQ
MHT,CHO,13,14,229.92,213.89,495.0,C5
SBN,GSP,14,14,251.79,251.79,609.0,OH
PHL,LSE,12,14,321.45,347.17,923.83,AA
BTR,DAY,14,14,265.04,265.04,880.0,DL
TUS,MDW,12,14,160.42,154.36,1534.0,F9
CHS,DTW,14,14,252.89,252.89,777.79,OH
MSP,CLL,11,14,264.5,225.93,1016.0,OO
HPN,TPA,14,14,273.32,273.32,1207.57,9E
SNA,COU,14,14,332.86,332.86,1821.57,MQ
PNS,STL,12,14,227.06,239.48,1070.58,OH
DCA,SGF,13,14,289.31,269.0,1101.62,UA
EWR,SFO,14,14,730.55,730.55,2588.86,YX
LCH,TUL,13,14,188.35,175.25,541.23,OO
MCO,GEG,5,14,185.8,195.64,2382.0,F9
CLT,SAV,13,14,343.73,334.89,213.0,MQ
CMH,VPS,14,14,174.29,174.29,828.79,OH
DTW,SJC,7,14,138.0,133.14,2071.0,F9
SNA,LEX,14,14,392.61,392.61,2015.57,UA
FAY,BOS,12,14,245.58,236.93,846.08,AA
SMF,MLI,14,14,216.84,216.84,2106.71,AA
RDU,SYR,14,14,220.75,220.75,894.64,DL
HPN,ATL,13,14,218.72,210.46,910.92,OO
SYR,MKE,14,14,365.66,365.66,744.14,9E
MHT,LAX,14,14,336.1,336.1,2709.5,AA
RIC,FAT,14,14,272.21,272.21,2484.71,DL
HSV,FAY,14,14,235.79,235.79,482.0,DL
SLC,SNA,12,14,266.82,229.42,1192.67,UA
LAS,SCE,14,14,318.89,318.89,2173.29,UA
KOA,ELP,14,14,370.54,370.54,3332.14,WN
MSP,CAE,14,14,294.85,294.85,1063.86,PT
CMI,TPA,12,14,221.14,223.32,1330.67,MQ
ACK,ORD,14,14,294.71,294.71,950.64,AA
DFW,CAE,14,14,429.38,429.38,923.36,9E
DFW,ELP,14,14,173.28,173.28,577.14,OO
PSP,LIT,14,14,226.93,226.93,1518.43,WN
XNA,SDF,14,14,320.54,320.54,910.0,DL
IAD,ORD,14,14,192.66,192.66,720.14,G7
RIC,MKE,14,14,256.28,256.28,919.86,9E
ILM,LAS,14,14,324.39,324.39,2129.71,9E
SAN,GTF,14,14,273.32,273.32,1089.0,DL
CAE,PSP,14,14,271.1,271.1,2048.0,AA
LGA,LAX,14,14,534.57,534.57,2650.64,9E
PWM,MYR,14,14,235.14,235.14,844.07,YX
CHS,PSP,14,14,399.51,399.51,2303.21,UA
SEA,GSP,14,14,332.15,332.15,2394.0,OH
SLC,CID,14,14,255.83,255.83,1653.57,MQ
PHX,ALW,12,14,180.88,155.89,1320.0,AS
MSY,CMH,14,14,270.03,270.03,1034.43,OH
LFT,MSP,14,14,313.56,313.56,1422.14,DL
FAR,IAD,13,14,330.73,329.82,1131.0,DL
AGS,LAS,13,14,310.01,288.26,1896.15,OO
SNA,GRB,14,14,382.93,382.93,1899.0,UA
BUR,RDM,14,14,199.76,199.76,1058.29,QX
CRP,HSV,13,14,207.54,204.79,957.0,MQ
FAR,ABQ,14,14,262.36,262.36,1025.93,UA
SBA,RIC,14,14,360.94,360.94,2417.14,UA
JFK,BUR,13,14,219.35,204.09,2612.31,OO
ITO,PDX,14,14,344.75,344.75,3326.71,WN
HPN,JAC,12,14,447.92,411.29,1900.0,MQ
BWI,BUR,14,14,248.71,248.71,2517.0,DL
SEA,JAX,14,14,306.54,306.54,2906.71,OO
MDT,OMA,14,14,293.84,293.84,1078.43,OO
ALB,JAN,14,14,300.41,300.41,1197.21,DL
SJU,CVG,14,14,301.74,301.74,1914.14,MQ
PDX,STS,14,14,193.1,193.1,619.93,AS
LFT,SEA,14,14,395.53,395.53,2039.64,OH
XNA,SRQ,14,14,260.39,260.39,1033.0,DL
ALB,MLB,14,14,334.17,334.17,1295.0,DL
KOA,DTW,13,14,784.77,755.86,4628.38,HA
KOA,SJC,14,14,194.59,194.59,3016.29,DL
VPS,IAD,14,14,258.71,258.71,782.0,OH
HPN,SJC,14,14,305.11,305.11,2896.0,DL
LIT,OMA,14,14,270.78,270.78,898.57,AA
SNA,ROA,14,14,332.53,332.53,2364.21,PT
MSO,SBA,14,14,229.71,229.71,1061.79,OO
ASE,STL,13,14,255.62,261.29,977.15,OO
SLC,ORF,14,14,303.4,303.4,2122.0,YX
ILM,MCO,14,14,216.49,216.49,653.0,PT
PDX,JAN,14,14,392.82,392.82,2159.79,AA
DAY,AUS,14,14,208.09,208.09,1219.0,OO
COS,SDF,12,14,242.56,210.09,1461.0,DL
BWI,SFO,12,14,283.74,254.17,2878.5,AS
OKC,GNV,14,14,339.31,339.31,1061.0,DL
BOS,RDU,14,14,262.52,262.52,612.0,9E
ABI,BOS,13,14,405.54,388.54,1720.0,AA
TUS,EUG,14,14,248.52,248.52,1463.5,AS
RST,BOS,14,14,248.62,248.62,1200.0,9E
MYR,PWM,14,14,236.8,236.8,1187.36,DL
SJC,YUM,13,14,311.84,319.14,781.0,OO
IAH,PIT,14,14,245.73,245.73,1175.0,YX
FSD,ABQ,14,14,279.96,279.96,865.86,OO
OKC,ABE,14,14,387.75,387.75,1453.0,DL
MOB,MSP,13,14,233.0,225.4,1406.0,AA
BTV,MSN,14,14,326.05,326.05,868.64,OO
TYS,CHS,12,14,249.6,247.44,345.0,PT
FLL,CMH,13,14,224.11,220.9,1093.62,YX
LAS,BLI,13,14,297.65,276.82,960.0,AS
BPT,SAN,13,14,330.76,323.52,1441.0,OO
RIC,CSG,11,14,325.91,306.5,564.0,DL
GEG,OAK,13,14,156.48,159.59,873.23,AS
RIC,SYR,14,14,184.2,184.2,426.0,PT
PHL,MOB,13,14,264.65,265.5,975.15,PT
SJU,FAY,14,14,308.54,308.54,1878.0,9E
TYS,IAH,13,14,218.4,203.23,819.38,UA
SJC,GRR,14,14,338.45,338.45,1967.21,UA
PHX,TYS,14,14,262.27,262.27,1908.57,PT
SGU,IND,13,14,190.83,191.15,1803.54,AA
IND,MCI,14,14,269.46,269.46,580.0,MQ
CHA,SBN,14,14,312.64,312.64,626.36,OO
CMI,SJC,14,14,351.82,351.82,2131.0,AA
CHA,BUF,14,14,215.45,215.45,822.57,DL
XNA,ATL,14,14,186.5,186.5,706.0,OO
AGS,MDW,14,14,353.73,353.73,734.0,9E
LGA,MKE,14,14,237.88,237.88,791.71,UA
ROA,DTW,14,14,245.39,245.39,670.57,AA
DCA,BUR,14,14,295.14,295.14,2409.14,OO
SBN,MYR,14,14,273.23,273.23,916.93,OO
RIC,ATL,13,14,259.31,241.19,481.0,9E
MKE,ROA,14,14,264.33,264.33,1026.0,DL
IAD,LFT,14,14,317.78,317.78,1391.64,UA
SNA,BIS,14,14,251.09,251.09,1362.21,OO
PNS,LAX,13,14,331.09,307.8,2136.69,OH
CID,MEM,14,14,248.84,248.84,791.79,OO
PHX,ABE,13,14,305.36,299.02,2279.0,DL
GSO,ABQ,13,14,215.2,216.5,1664.23,MQ
GSO,JAC,14,14,338.61,338.61,2026.14,AA
MYR,PNS,14,14,244.82,244.82,645.0,OH
ELP,SRQ,14,14,192.67,192.67,1682.71,WN
IAH,LAX,13,14,350.34,347.32,1536.46,MQ
HHH,BUF,14,14,175.06,175.06,875.64,YX
BHM,BUF,13,14,291.66,291.26,928.62,OH
LAX,PVD,14,14,357.53,357.53,2621.57,B6
CHA,SAT,13,14,289.23,268.96,942.0,MQ
SBP,DTW,13,14,361.1,358.73,2186.31,OO
MRY,SAT,14,14,233.14,233.14,1441.0,MQ
IAD,LIH,13,14,510.84,508.2,5110.0,AS
MSN,LGA,12,14,220.72,211.19,841.0,MQ
SAV,RAP,14,14,335.54,335.54,1712.21,UA
DFW,FAI,13,14,427.44,423.41,3190.08,UA
SAN,ANC,14,14,388.55,388.55,2585.93,OO
MSO,FSD,14,14,251.61,251.61,1162.0,UA
BTV,SAT,13,14,431.59,435.5,1831.38,OH
ORF,CLT,13,14,242.15,239.0,742.0,DL
BIS,ATL,14,14,432.83,432.83,1423.79,OO
SJU,SHV,14,14,353.25,353.25,2112.43,OO
TPA,EWN,14,14,211.1,211.1,728.0,PT
DAL,MYR,13,14,253.12,253.33,1038.0,DL
SNA,RNO,13,14,283.69,280.5,564.0,UA
CMH,DAB,14,14,271.63,271.63,763.0,AA
PVU,RDU,14,14,255.01,255.01,2020.86,OO
COS,AVL,14,14,302.21,302.21,1348.0,DL
SNA,MKE,14,14,289.87,289.87,1895.71,OO
LGA,EVV,12,14,235.96,203.04,1114.83,9E
OMA,JAN,13,14,293.55,295.44,1028.23,AA
ORD,ALB,14,14,255.77,255.77,723.0,C5
MLU,ANC,13,14,569.54,544.97,3434.08,MQ
SEA,MSY,13,14,273.22,272.61,2266.54,OO
AUS,MOT,13,14,239.2,245.54,1447.92,OO
STT,MYR,13,14,443.81,412.61,1677.0,AA
ABQ,GEG,14,14,207.93,207.93,1348.0,AA
SLC,FSD,8,14,114.25,123.89,874.0,F9
IAD,SAN,13,14,241.59,246.33,2399.0,OH
MSP,AVL,14,14,253.72,253.72,1063.0,OH
LIT,EWR,14,14,257.19,257.19,1176.71,YX
ELP,BTV,12,14,313.65,326.2,2262.17,DL
SLC,CWA,14,14,338.98,338.98,1166.0,DL
GJT,GSP,14,14,296.0,296.0,1490.0,UA
BOS,ANC,5,14,480.0,434.86,3643.0,SY
CHO,EWR,12,14,240.79,223.11,289.92,C5
LAX,MQT,14,14,279.6,279.6,2053.5,AA
BHM,ALB,13,14,226.79,210.99,1018.08,9E
ACT,ATL,13,14,226.0,225.61,820.0,AA
SNA,MSO,12,14,185.61,159.91,1357.58,QX
ALB,SAN,14,14,288.32,288.32,2445.0,9E
ILM,DFW,13,14,305.51,284.08,1108.08,DL
MIA,BHM,13,14,144.22,143.95,661.0,OH
ICT,MLB,14,14,396.29,396.29,1224.0,DL
PDX,GSP,14,14,189.94,189.94,2548.36,WN
LNK,SLC,13,14,273.14,278.95,883.38,UA
MSY,STT,14,14,291.57,291.57,2435.86,UA
ATW,XNA,14,14,191.35,191.35,804.64,OO
MAF,ORD,14,14,361.07,361.07,1135.79,AA
HOU,SDF,14,14,373.49,373.49,1018.21,DL
LIT,VPS,14,14,251.3,251.3,945.0,MQ
BOI,DEN,13,14,207.97,193.54,1336.38,QX
STL,TVC,14,14,217.79,217.79,482.0,AA
HRL,CLT,11,14,236.82,237.14,1207.0,C5
HOU,MSN,14,14,210.26,210.26,1115.57,AA
BTV,STL,14,14,278.09,278.09,1046.07,UA
PIT,IND,14,14,250.03,250.03,432.0,DL
MAF,PHL,13,14,376.44,367.98,1779.0,OO
MFE,IND,14,14,165.81,165.81,1198.0,OO
DFW,TYS,14,14,314.95,314.95,1118.14,UA
RDM,PSP,14,14,189.81,189.81,1198.86,AS
ACV,PHL,14,14,382.0,382.0,2720.36,UA
SAV,MOB,12,14,338.75,323.46,516.0,9E
LIT,LGA,14,14,304.49,304.49,1287.93,G7
PSP,OAJ,13,14,458.27,453.22,2237.92,PT
FLL,MAF,14,14,281.58,281.58,1397.71,YV
CHA,IAH,14,14,364.21,364.21,1426.0,UA
PDX,STT,14,14,381.25,381.25,4066.36,UA
DCA,MFE,14,14,313.08,313.08,1524.0,YV
ABI,DCA,12,14,276.72,258.4,1350.0,AA
SDF,MHT,14,14,265.89,265.89,949.29,YX
GSP,ORF,13,14,166.65,162.25,585.0,WN
RAP,BNA,14,14,256.35,256.35,1184.0,DL
BIS,SAV,13,14,308.04,304.89,1478.0,DL
CID,SJC,14,14,224.44,224.44,1814.14,9E
LAX,ANC,14,14,360.13,360.13,2507.64,OO
LCH,LAX,12,14,302.58,260.14,1506.0,C5
BNA,RDU,14,14,200.19,200.19,822.86,UA
GUM,EWR,11,14,1761.03,1566.52,8972.55,UA
ANC,ECP,14,14,503.65,503.65,3765.43,DL
BOS,ABY,11,14,319.64,337.54,1091.0,OO
MGM,COS,14,14,249.79,249.79,1239.07,OO
MHT,AGS,13,14,206.54,210.97,876.08,OH
OKC,PHL,14,14,340.68,340.68,1338.21,YX
SNA,YKM,14,14,312.43,312.43,1081.0,AS
FLL,CVG,13,14,159.99,148.92,1482.0,UA
FSM,PDX,13,14,312.32,301.01,1863.08,AA
ATL,JFK,14,14,280.71,280.71,771.14,YX
OKC,BTR,14,14,285.5,285.5,648.0,YV
MKE,CRW,14,14,240.51,240.51,522.21,OO
TYS,CLE,14,14,309.18,309.18,755.0,UA
DAY,SEA,14,14,308.14,308.14,1961.0,G7
CLE,FCA,13,14,259.75,256.27,2239.54,AA
TYS,MDT,14,14,296.59,296.59,614.0,OH
ANC,PNS,14,14,656.66,656.66,3684.14,UA
AVL,PDX,14,14,284.94,284.94,2259.71,UA
MTJ,MCO,14,14,309.43,309.43,1707.0,AA
AVP,SFO,14,14,403.0,403.0,2551.21,UA
DFW,CAK,14,14,353.18,353.18,1145.0,UA
PIA,LGA,14,14,290.53,290.53,863.0,UA
MCO,RIC,13,14,162.24,185.43,750.69,OH
CAE,BUF,13,14,225.0,209.33,906.31,9E
PBI,CHA,13,14,307.69,286.11,651.0,9E
CMX,SFO,14,14,315.02,315.02,2254.5,OO
PHX,MOB,14,14,394.01,394.01,2036.0,DL
LAS,PVD,14,14,320.82,320.82,2392.0,B6
SYR,JAX,11,14,216.47,237.58,1123.55,B6
STT,RSW,14,14,317.35,317.35,2115.14,DL
SMF,MOB,14,14,274.45,274.45,2084.29,OH
TLH,BOS,12,14,256.95,221.03,1114.08,AA
CRP,ATL,13,14,232.75,239.2,1070.0,AA
ACK,PHL,14,14,518.6,518.6,341.71,AA
ORD,GEG,14,14,280.23,280.23,1994.93,QX
COS,LIH,14,14,359.05,359.05,3495.29,OO
LFT,TUL,13,14,368.27,368.96,607.38,OO
PSP,FLL,13,14,164.73,186.63,2548.08,DL
MYR,COS,13,14,234.15,232.0,1501.0,DL
FLL,HRL,14,14,238.96,238.96,1261.0,UA
MSN,IDA,14,14,395.14,395.14,1284.0,UA
MHT,AUS,11,14,331.22,261.35,1719.0,PT
PDX,MDT,14,14,375.86,375.86,2661.07,PT
LAS,PIA,13,14,321.42,319.11,1541.08,UA
MCI,CHO,14,14,262.76,262.76,1149.0,9E
ABE,BHM,14,14,424.95,424.95,826.0,DL
ABQ,SAT,14,14,285.99,285.99,1128.14,OO
RDU,YUM,14,14,457.47,457.47,2071.43,AA
ANC,SJC,14,14,368.19,368.19,2184.36,DL
MIA,SGF,12,14,258.96,257.36,1157.0,DL
BUR,CHA,14,14,296.39,296.39,2068.14,DL
ANC,SYR,12,14,399.71,402.02,3674.58,MQ
OAK,PWM,14,14,203.41,203.41,3028.0,WN
RSW,SCE,14,14,310.15,310.15,1146.0,AA
HNL,EGE,14,14,560.72,560.72,3492.57,UA
DTW,RDU,13,14,281.98,308.63,777.92,YX
SFO,CMH,9,14,142.25,142.57,2872.33,F9
IAD,MGM,14,14,375.68,375.68,681.0,DL
SFO,BGR,14,14,343.61,343.61,2928.07,UA
PVD,MKE,14,14,333.69,333.69,992.21,OO
BOI,CVG,13,14,269.73,265.67,2058.31,AA
YKM,BUR,13,14,223.5,207.96,1040.0,QX
MSY,LGA,13,14,337.11,324.31,1184.85,OH
HPN,EYW,13,14,347.99,351.99,1290.08,OH
HNL,RDU,14,14,512.74,512.74,5129.36,HA
ILM,SCE,13,14,270.92,269.36,566.0,PT
CPR,SAN,14,14,254.61,254.61,1083.0,UA
HLN,RNO,14,14,264.95,264.95,904.93,OO
LFT,TPA,14,14,214.85,214.85,988.0,UA
GEG,CHA,14,14,320.19,320.19,2096.43,DL
BHM,LAS,14,14,412.8,412.8,1780.36,OO
AUS,LSE,13,14,348.53,354.78,1202.31,AA
JAC,TPA,12,14,404.79,371.19,2152.08,DL
MTJ,ATL,14,14,214.1,214.1,1469.93,WN
FAY,ELP,13,14,442.7,437.87,1618.77,PT
JAX,JFK,14,14,277.42,277.42,829.36,YX
PDX,TYS,14,14,426.79,426.79,2311.57,9E
ACT,LGA,14,14,278.39,278.39,1492.21,OO
XNA,CAE,14,14,314.11,314.11,781.0,DL
SAT,SJC,14,14,268.61,268.61,1549.0,OO
LAX,CHA,14,14,420.46,420.46,2245.0,UA
LGA,RSW,14,14,369.62,369.62,1221.36,YX
GRI,HOU,14,14,327.64,327.64,808.07,OO
LAX,AVL,14,14,357.86,357.86,2116.71,9E
AGS,HNL,14,14,820.84,820.84,4696.36,DL
LEX,FAT,14,14,285.58,285.58,2098.0,MQ
MKE,SCE,14,14,388.79,388.79,616.64,OO
SFO,STX,12,14,344.57,327.63,3743.0,AA
LAX,SGF,13,14,340.45,337.35,1619.92,OO
DTW,PVD,14,14,209.98,209.98,881.29,AA
KOA,DCA,14,14,396.58,396.58,4843.5,UA
CID,AUS,14,14,303.24,303.24,1262.0,9E
LIH,XNA,13,14,706.75,700.01,4011.62,MQ
LAX,BUF,14,14,282.66,282.66,2390.36,YX
LBB,STL,14,14,243.11,243.11,832.0,AA
STL,GEG,14,14,345.42,345.42,1920.21,OO
LRD,SFO,14,14,417.04,417.04,1860.0,MQ
BOS,JAN,14,14,322.75,322.75,1331.93,OH
STL,CAE,14,14,230.28,230.28,729.29,OH
CLT,ORF,13,14,230.12,223.53,293.46,PT
BRO,TPA,12,14,312.5,299.86,1453.83,MQ
HDN,MIA,14,14,372.28,372.28,1850.0,UA
BFL,ELP,14,14,312.39,312.39,772.0,AA
PIT,PNS,13,14,154.18,150.06,1308.54,NK
RAP,PWM,14,14,346.3,346.3,1707.79,UA
SAT,ICT,14,14,282.4,282.4,768.43,YV
GRR,BUR,14,14,387.43,387.43,2202.36,AA
MSY,SHV,14,14,251.54,251.54,497.0,UA
ACT,SEA,12,14,295.26,280.69,1749.0,OO
EUG,BFL,14,14,278.52,278.52,738.14,OO
PHL,GEG,8,14,144.88,145.21,2394.0,F9
MSY,MLI,13,14,251.11,248.81,1131.31,MQ
MSN,DFW,14,14,387.77,387.77,1133.71,UA
SLC,PIA,14,14,392.32,392.32,1648.86,AA
RSW,RST,14,14,278.11,278.11,1492.43,DL
MIA,SAT,11,14,126.68,121.04,1907.09,NK
ORD,RNO,11,14,179.05,160.68,1859.0,NK
BOI,CLE,13,14,240.15,223.39,2168.38,AA
MHT,SEA,14,14,435.46,435.46,2564.0,MQ
FAR,MEM,14,14,251.25,251.25,1223.5,MQ
ANC,OMA,14,14,386.27,386.27,3548.0,AA
SEA,FWA,13,14,394.77,392.14,2149.85,DL
SJC,ORD,14,14,281.78,281.78,2358.57,AS
MSN,EWR,14,14,208.57,208.57,1090.57,AA
LIT,OKC,14,14,291.75,291.75,479.0,MQ
GJT,ICT,14,14,245.89,245.89,632.0,UA
RDD,ANC,12,14,307.71,264.57,1927.0,OO
DFW,SGF,14,14,220.98,220.98,375.0,AA
CHS,EWR,12,14,210.0,192.09,648.83,YV
LAN,FLL,12,14,225.16,193.78,1201.58,OO
KOA,MSP,13,14,351.07,352.13,4155.77,HA
RAP,RNO,14,14,295.07,295.07,1104.0,OO
GCC,MCO,13,14,334.69,311.18,1859.0,OO
SAV,GRK,13,14,352.45,337.13,1125.15,AA
BTR,PHL,14,14,277.86,277.86,1114.0,9E
TYS,BGR,14,14,217.13,217.13,1042.93,9E
CAK,SAT,14,14,252.96,252.96,1384.0,UA
BOI,XWA,13,14,412.42,409.25,1231.0,UA
MLB,GSP,14,14,299.19,299.19,565.0,OH
LBB,ONT,14,14,237.93,237.93,1187.5,OO
STL,BOI,13,14,243.33,251.81,1668.15,OO
MDT,SAT,14,14,295.38,295.38,1456.0,C5
ONT,MDW,13,14,326.45,321.63,2627.46,DL
SMF,COD,13,14,343.69,345.43,1300.0,UA
TUS,ATL,14,14,292.96,292.96,1966.29,OO
TPA,CWA,13,14,290.68,293.06,1483.38,9E
RIW,DFW,14,14,283.18,283.18,937.0,OO
MGM,LGA,13,14,198.97,192.26,911.15,AA
FLL,FAR,13,14,233.98,225.41,2033.46,AA
TLH,IAD,14,14,262.09,262.09,708.71,OH
MCI,GTF,14,14,301.98,301.98,1248.93,OO
HNL,BNA,13,14,503.09,500.88,4401.54,OO
MLB,PVD,14,14,247.22,247.22,1345.0,DL
TUL,BUF,14,14,267.31,267.31,1278.29,YX
HSV,RNO,14,14,460.26,460.26,1852.0,OO
ECP,MLB,14,14,335.25,335.25,682.0,DL
MCI,EUG,14,14,273.3,273.3,2031.5,AA
JAX,BIS,14,14,288.97,288.97,1569.29,DL
SYR,GPT,14,14,290.98,290.98,1148.43,DL
SJC,MDT,14,14,429.07,429.07,2717.71,DL
DSM,COS,14,14,248.39,248.39,662.0,UA
SMF,LAW,14,14,376.39,376.39,1577.0,AA
ATL,ORD,14,14,193.2,193.2,642.64,OO
COD,DFW,14,14,317.57,317.57,1032.0,UA
CLT,MCO,14,14,172.59,172.59,468.0,MQ
AUS,BMI,12,14,238.97,216.48,915.5,AA
